"Cocunut";"Mortgage_YN";"AGE_AT_ORIGINATION";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
68949;"N";NA;57;9;"M";"HGH";"RET";"M";215,1460769;1991-12-25;9999-10-01;2008-04-18;2269,547846
68954;"N";NA;30;2;"M";"HGH";"PVE";"F";249,4964615;2008-01-01;2016-03-21;2015-02-11;270,1335385
68956;"N";NA;53;11;"M";"BCR";"STE";"F";445,7359231;1989-09-10;1996-01-01;2005-11-22;2189,095846
68963;"N";NA;63;0;"D";"HGH";"RET";"M";251,2683077;1987-12-30;9999-10-01;2016-07-08;2228,960462
68975;"N";NA;36;10;"S";"BCR";"PVE";"F";586,192;1981-04-17;2006-10-16;2006-10-16;1098,967385
68977;"N";NA;32;4;"S";"HGH";"PVE";"M";176,5816154;2002-01-01;2009-09-01;2012-11-30;1221,400231
68980;"N";NA;59;15;"M";"HGH";"PVE";"F";703,8581538;1986-10-25;2001-10-17;2001-10-23;4187,681462
68982;"N";NA;45;0;"M";"HGH";"STE";"M";774,5687692;1972-02-03;2002-11-11;2016-07-13;2250,234
68983;"N";NA;37;12;"M";"HGH";"STE";"F";416,1230769;1998-06-17;2014-10-01;2005-03-08;2228,960462
68985;"N";NA;33;3;"S";"HGH";"PVE";"M";181,3307692;1984-05-21;2011-09-20;2014-01-24;1532,207385
68993;"N";NA;70;12;"M";"PRS";"RET";"M";280,0738462;1970-05-01;9999-10-01;2005-06-23;5122,933923
69001;"N";NA;45;13;"M";"BCR";"PVE";"M";373,6923077;1975-03-01;2003-10-01;2003-10-09;2228,960462
69002;"N";NA;63;8;"M";"HGH";"RET";"F";252,8430769;1954-03-16;9999-10-01;2009-01-30;5082,937615
69004;"N";NA;66;11;"M";"HGH";"RET";"M";263,7030769;1993-09-06;9999-10-01;2005-08-02;5150,402615
69014;"N";NA;66;4;"D";"HGH";"RET";"M";185,5807692;2010-08-21;9999-10-01;2012-12-24;988,2271538
69016;"N";NA;58;1;"M";"HGH";"RET";"M";621,9769231;2010-02-01;2001-08-24;2016-06-06;4500,468231
69018;"N";NA;43;0;"M";"HGH";"PVE";"F";209,9838462;2004-05-01;2009-02-08;2016-07-12;2269,547846
69022;"N";NA;53;4;"M";"HGH";"PVE";"M";317,8153846;1973-04-06;2013-02-15;2013-03-15;2189,095846
69024;"N";NA;46;11;"M";"HGH";"PVE";"M";304,2538462;2005-10-20;2006-08-01;2005-07-22;2885,680923
69027;"N";NA;45;10;"D";"BCR";"STE";"F";347,5682308;2013-05-01;1998-09-01;2006-11-30;1244,161462
69029;"N";NA;67;12;"M";"BCR";"RET";"M";274,6692308;1987-09-01;9999-10-01;2004-09-14;603,6646923
69031;"N";NA;41;1;"M";"PRS";"STE";"M";296,0649231;1976-05-11;1997-07-21;2016-03-07;3266,741077
69037;"N";NA;58;0;"M";"HGH";"RET";"M";232,735;1959-06-01;9999-10-01;2016-07-13;2269,547846
69046;"N";NA;62;4;"W";"BCR";"RET";"F";165,8173846;1984-01-01;1998-05-22;2013-03-04;180,876
69047;"N";NA;40;9;"D";"HGH";"PVE";"M";741,7861538;2011-08-20;2010-01-01;2007-10-29;1149,053538
69053;"N";NA;45;1;"D";"HGH";"OTH";"F";218,5454615;9999-10-01;9999-10-01;2016-06-21;2269,547846
69058;"N";NA;29;6;"S";"HGH";"PVE";"M";202,1576923;2008-08-17;2015-11-09;2011-04-15;2250,234
69060;"N";NA;51;12;"M";"HGH";"STE";"M";458,1875385;1998-08-01;1985-07-01;2004-09-10;4379,485308
69061;"N";NA;56;11;"D";"BCR";"STE";"F";372,5692308;1989-09-01;2005-11-11;2006-06-29;2250,234
69062;"N";NA;46;8;"M";"PRS";"PVE";"M";281,4692308;1971-05-02;1992-05-04;2008-07-07;2189,095846
69071;"N";NA;38;11;"S";"HGH";"STE";"F";485,4516154;1979-04-19;1999-03-01;2005-07-23;626,3387692
69072;"N";NA;47;12;"M";"HGH";"PVE";"M";380,9305385;1989-09-20;2003-09-01;2004-09-29;2189,095846
69076;"N";NA;45;7;"S";"HGH";"PVE";"F";674,1230769;1975-09-01;2014-08-01;2010-06-21;2189,095846
69077;"N";NA;35;0;"M";"BCR";"PVE";"M";661,5384615;1982-10-05;2006-06-01;2016-07-12;151,498
69078;"N";NA;68;9;"M";"HGH";"RET";"M";473,9553077;1984-05-05;9999-10-01;2007-09-28;348,8614615
69080;"N";NA;62;2;"M";"HGH";"RET";"M";355,5009231;1982-01-01;9999-10-01;2015-06-24;0
69083;"N";NA;34;12;"D";"BCR";"PVE";"F";387,7553077;2007-08-01;2014-03-20;2005-01-18;4500,468231
69086;"N";NA;39;5;"M";"BCR";"STE";"F";282,6153846;2009-12-26;2010-01-01;2011-08-03;3313,633462
69087;"N";NA;65;6;"M";"HGH";"RET";"M";196,1518462;1995-05-08;9999-10-01;2010-11-19;2189,095846
69088;"N";NA;49;6;"M";"HGH";"STE";"M";787,7923077;1968-03-18;1991-01-28;2011-03-14;2250,234
69091;"N";NA;70;0;"M";"BCR";"RET";"M";395,8399231;2000-01-01;9999-10-01;2016-07-13;0
69092;"N";NA;47;5;"D";"BCR";"PVE";"F";476,9230769;2012-03-01;2008-05-24;2011-09-09;5553,300154
69096;"N";NA;58;12;"M";"HGH";"RET";"F";211,0703077;1981-06-06;9999-10-01;2005-05-19;492,7333077
69101;"N";NA;39;11;"M";"HGH";"PVE";"M";256,1293077;1978-02-22;2014-06-03;2005-07-26;3447,275077
69102;"N";NA;69;3;"W";"HGH";"RET";"M";183,0587692;1980-01-01;9999-10-01;2013-08-16;302,5221538
69106;"N";NA;31;1;"M";"HGH";"PVE";"F";164,5846154;2009-09-10;2015-06-08;2015-07-28;1154,011
69107;"N";NA;69;14;"M";"HGH";"RET";"M";163,2584615;2000-01-01;9999-10-01;2003-01-23;242,0176154
69109;"N";NA;39;4;"M";"BCR";"STE";"M";488,5769231;2015-12-01;2010-12-23;2012-08-24;320,9328462
69116;"N";NA;65;11;"M";"BCR";"STE";"M";923,0769231;1994-02-01;2012-09-01;2005-12-05;1588,133154
69117;"N";NA;43;0;"M";"HGH";"STE";"M";184,3384615;1974-03-24;2015-07-17;2016-07-04;2774,190769
69119;"N";NA;58;0;"M";"BCR";"STE";"M";365,2076923;1979-01-01;2001-10-01;2016-07-05;356,6167692
69121;"N";NA;38;11;"M";"HGH";"PVE";"M";208,4153846;1979-09-21;2013-04-01;2005-11-21;4539,095846
69122;"N";NA;65;3;"M";"HGH";"RET";"M";178,8943077;1952-09-10;1998-10-09;2013-07-22;2189,095846
69126;"N";NA;34;8;"M";"HGH";"PVE";"M";279,4538462;1983-08-20;2008-11-01;2008-12-11;2228,960462
69132;"N";NA;47;11;"M";"HGH";"PVE";"M";239,6609231;2007-08-18;2015-03-06;2005-08-23;604,3343846
69134;"N";NA;37;11;"M";"PRS";"PVE";"M";207,6923077;1980-06-26;2009-11-01;2005-12-01;1156,633538
69136;"N";NA;56;0;"M";"HGH";"RET";"M";259,2506923;1961-04-27;9999-10-01;2016-07-11;175,6191538
69141;"N";NA;63;11;"W";"HGH";"RET";"F";223,8615385;2000-09-30;1998-01-01;2005-08-01;705,4723077
69145;"N";NA;45;3;"M";"HGH";"STE";"M";226,6333077;2004-05-10;2013-10-01;2014-06-23;6027,455462
69152;"N";NA;57;13;"M";"BCR";"STE";"F";382,3666154;1999-01-01;2008-12-15;2003-10-27;3483,009154
69153;"N";NA;52;0;"M";"PRS";"STE";"M";405,3384615;1965-03-03;1991-06-22;2016-07-13;193,0976154
69154;"N";NA;35;3;"M";"HGH";"PVE";"F";269,2307692;2000-06-01;2010-05-12;2013-07-08;0
69156;"N";NA;48;10;"M";"HGH";"STE";"M";350,0646923;1969-12-29;1997-03-18;2007-02-13;6541,849538
69166;"N";NA;54;0;"M";"HGH";"PVE";"M";174,6261538;1963-09-16;2016-04-15;2016-07-13;2197,238692
69175;"N";NA;62;2;"M";"HGH";"RET";"F";175,5025385;1992-03-01;9999-10-01;2015-06-16;2341,092077
69178;"N";NA;33;1;"S";"HGH";"PVE";"M";426,5692308;1984-03-04;2010-01-01;2015-12-14;9357,721692
69182;"N";NA;31;0;"M";"HGH";"PVE";"F";233,0307692;2013-07-10;2010-10-22;2016-07-13;2189,095846
69183;"N";NA;54;2;"M";"HGH";"PVE";"F";183,2095385;2011-03-01;2015-04-01;2014-12-11;0
69186;"N";NA;41;10;"M";"HGH";"PVE";"M";486,1385385;2005-03-01;2006-12-01;2006-09-19;896,1082308
69188;"N";NA;44;0;"M";"BCR";"PVE";"F";169,2307692;1973-03-11;2014-01-04;2016-07-11;4500,468231
69189;"N";NA;25;1;"S";"HGH";"PVE";"M";497,6076923;1992-11-18;2013-05-27;2015-08-20;173,0076923
69194;"N";NA;58;9;"M";"HGH";"RET";"F";286,6975385;1978-10-03;9999-10-01;2007-11-21;0
69195;"N";NA;42;11;"S";"BCR";"STE";"F";608,9830769;2002-11-21;2010-09-01;2005-09-27;2189,095846
69196;"N";NA;46;0;"M";"HGH";"PVE";"F";282,2846154;2006-01-01;2012-05-03;2016-07-07;0
69197;"N";NA;59;14;"M";"HGH";"RET";"M";385,8984615;2002-08-01;9999-10-01;2002-10-23;5342,445846
69198;"N";NA;48;4;"M";"BCR";"STE";"M";332,3307692;1969-08-01;2009-05-01;2012-12-19;7500,780385
69217;"N";NA;43;9;"M";"BCR";"STE";"F";359,4923077;2003-06-01;2013-04-22;2007-09-12;2189,095846
69219;"N";NA;40;0;"M";"HGH";"PVE";"F";168,1769231;2012-01-01;2014-02-18;2016-07-13;2288,700154
69224;"N";NA;56;11;"M";"BCR";"STE";"F";401,5846154;1988-08-01;2003-11-21;2005-10-25;2250,234
69225;"N";NA;46;1;"M";"HGH";"PVE";"M";170,3453077;1979-01-01;2013-02-01;2015-11-20;2565,503538
69226;"N";NA;39;10;"M";"HGH";"PVE";"M";359,9969231;1981-01-01;2015-12-19;2006-07-31;4378,192077
69228;"N";NA;40;4;"M";"HGH";"STE";"F";220,1806154;2000-03-01;2007-10-01;2012-11-06;2189,095846
69229;"N";NA;67;4;"M";"HGH";"RET";"F";162,9600769;2010-07-20;9999-10-01;2012-11-22;1950,178231
69232;"N";NA;54;13;"S";"HGH";"RET";"F";246,1538462;1963-08-10;9999-10-01;2004-06-25;197,4867692
69233;"N";NA;46;2;"M";"BCR";"STE";"M";529,5769231;2002-09-02;1998-09-15;2014-12-04;2269,547846
69238;"N";NA;32;6;"S";"HGH";"PVE";"F";230,8076923;1985-12-22;2008-05-01;2010-08-19;2189,095846
69240;"N";NA;65;3;"W";"HGH";"RET";"F";208,8754615;1980-03-01;9999-10-01;2013-12-12;4418,911692
69242;"N";NA;56;10;"D";"BCR";"STE";"F";481,6268462;1967-01-01;1989-06-01;2006-10-14;2205,843538
69243;"N";NA;30;10;"S";"BCR";"STE";"F";336,6967692;2015-06-15;2014-09-01;2006-10-24;4378,192077
69244;"N";NA;29;2;"S";"HGH";"PVE";"M";238,6230769;1988-11-07;2013-04-15;2014-11-18;2228,960462
69246;"N";NA;40;6;"M";"BCR";"STE";"M";349,2375385;1984-01-01;2012-09-06;2010-11-18;845,6294615
69247;"N";NA;47;12;"M";"BCR";"PVE";"F";1198,726769;1996-01-01;2005-04-11;2005-04-12;2990,388308
69248;"N";NA;62;10;"M";"HGH";"RET";"M";413,7413846;2004-02-19;9999-10-01;2007-02-01;2250,234
69256;"N";NA;43;10;"M";"HGH";"PVE";"M";300,1076923;1974-11-16;2000-04-03;2007-04-02;6926,664231
69257;"N";NA;38;5;"M";"HGH";"STE";"F";209,9177692;1979-01-30;2000-09-01;2011-12-05;1146,347769
69258;"N";NA;39;12;"M";"HGH";"STE";"M";353,7846154;2002-05-10;2004-08-19;2004-08-30;2250,234
69262;"N";NA;22;2;"S";"HGH";"PVE";"M";190,6769231;1995-06-07;2015-08-01;2014-09-23;302,1670769
69264;"N";NA;50;0;"D";"HGH";"PVE";"F";307,6923077;2004-08-01;2007-09-01;2016-07-11;258,0403846
69268;"N";NA;58;0;"M";"HGH";"RET";"F";269,2307692;1979-03-01;2001-09-30;2016-07-13;151,2901538
69269;"N";NA;55;12;"S";"BCR";"STE";"M";365,2406154;1962-03-29;1995-01-30;2005-06-01;7953,060769
69270;"N";NA;55;10;"S";"BCR";"STE";"F";1787,376923;1962-06-30;2007-05-16;2007-06-11;0
69274;"N";NA;68;0;"M";"HGH";"RET";"M";160,848;1949-05-01;9999-10-01;2016-07-13;1738,141077
69275;"N";NA;36;2;"M";"HGH";"PVE";"F";212,3415385;2001-01-01;2015-08-03;2014-12-03;2251,138462
69277;"N";NA;41;0;"M";"HGH";"STE";"M";786,8936154;1976-03-28;2004-06-23;2016-07-11;2250,234
69279;"N";NA;39;0;"M";"HGH";"PVE";"F";369,2307692;2010-01-01;2013-02-01;2016-07-11;353,4485385
69282;"N";NA;47;9;"M";"BCR";"STE";"M";811,6846154;2004-09-26;2001-11-28;2008-02-20;2269,547846
69284;"N";NA;40;10;"S";"HGH";"STE";"M";252,5846154;1977-09-09;2000-09-08;2007-02-05;2384,687231
69285;"N";NA;34;4;"M";"PRS";"PVE";"F";205,1615385;2002-12-28;2011-02-17;2012-09-18;2322,996077
69293;"N";NA;63;0;"W";"HGH";"RET";"F";178,2384615;2012-01-01;9999-10-01;2016-07-11;2189,095846
69298;"N";NA;38;11;"M";"BCR";"STE";"F";549,5;2009-07-01;2009-06-01;2005-10-04;3751,191154
69300;"N";NA;50;9;"M";"BCR";"PVE";"F";1379,761538;1985-01-01;2007-06-01;2008-04-18;2189,095846
69305;"N";NA;62;12;"M";"BCR";"RET";"M";345,8636154;1981-01-01;9999-10-01;2005-06-17;4500,468231
69307;"N";NA;61;3;"W";"HGH";"RET";"F";252,3076923;1979-09-09;1998-11-23;2013-09-05;233,9538462
69309;"N";NA;30;10;"S";"BCR";"STE";"M";349,4384615;2002-07-01;9999-10-01;2006-10-09;4378,192077
69310;"N";NA;42;9;"D";"BCR";"PVE";"M";569,4307692;2013-05-01;2013-05-01;2007-07-11;2189,095846
69317;"N";NA;39;11;"M";"HGH";"STE";"M";570,9923077;1980-02-01;2001-06-01;2005-09-23;2189,095846
69319;"N";NA;62;0;"M";"HGH";"RET";"F";284,6153846;1977-03-01;2001-09-29;2016-07-12;369,1003846
69320;"N";NA;48;4;"M";"HGH";"RET";"M";180,2973077;1989-06-08;9999-10-01;2012-07-23;285,6537692
69328;"N";NA;33;3;"S";"HGH";"STE";"M";438,1396923;2000-01-01;2005-09-01;2013-08-22;2269,547846
69332;"N";NA;35;13;"M";"HGH";"PVE";"M";1685,9;2010-05-01;2007-07-01;2003-08-13;7500,780385
69333;"N";NA;38;0;"M";"BCR";"PVE";"F";540,094;1979-09-08;2004-06-22;2016-07-13;4500,468231
69340;"N";NA;40;7;"M";"HGH";"PVE";"F";168,7076923;1996-05-01;2008-05-15;2009-10-14;2250,234
69343;"N";NA;47;0;"M";"HGH";"STE";"F";292,3076923;1992-01-01;2007-01-01;2016-07-11;245,0796154
69344;"N";NA;68;11;"M";"HGH";"RET";"F";243,6307692;1993-11-01;9999-10-01;2005-07-14;663,3093846
69345;"N";NA;30;4;"S";"BCR";"PVE";"M";306,2006923;2004-01-01;2015-01-01;2012-10-17;922,7372308
69346;"N";NA;53;10;"M";"BCR";"STE";"F";484,6461538;2008-05-01;2001-11-20;2006-10-21;1817,941923
69347;"N";NA;60;2;"M";"HGH";"RET";"F";266,8271538;1983-12-31;9999-10-01;2014-12-25;2033,268077
69353;"N";NA;33;4;"M";"HGH";"PVE";"F";182,8803077;2003-09-12;2012-11-08;2012-08-09;4484,044538
69354;"N";NA;50;13;"M";"HGH";"PVE";"M";175,3076923;2005-01-01;2015-04-07;2004-03-02;2673,186769
69356;"N";NA;53;4;"M";"HGH";"PVE";"M";293,0002308;1964-10-14;1984-04-14;2013-05-16;2644,997154
69357;"N";NA;40;5;"M";"HGH";"PVE";"F";207,6923077;1977-04-17;2011-12-26;2012-02-10;3933,772
69361;"N";NA;63;4;"M";"BCR";"RET";"M";289,5578462;2008-10-01;2014-12-31;2013-04-19;3013,515
69363;"N";NA;52;2;"M";"HGH";"PVE";"F";169,2307692;2012-08-28;2014-04-01;2015-05-26;1471,805462
69366;"N";NA;40;4;"M";"HGH";"STE";"M";423,0769231;2005-01-01;9999-10-01;2012-09-27;161,2334615
69367;"N";NA;67;0;"M";"HGH";"RET";"M";218,2623077;1950-10-17;9999-10-01;2016-07-11;2295,903231
69368;"N";NA;47;11;"M";"HGH";"STE";"M";522,4622308;1993-05-01;1989-05-03;2005-09-15;2250,234
69371;"N";NA;27;4;"S";"HGH";"PVE";"M";307,6923077;1998-01-01;2012-02-01;2013-05-29;2229,972692
69372;"N";NA;39;1;"M";"HGH";"STE";"M";658,6838462;1978-09-01;2012-04-01;2016-04-28;128,0191538
69374;"N";NA;62;14;"D";"BCR";"RET";"M";312,3036154;2009-12-31;9999-10-01;2003-01-15;7914,951769
69381;"N";NA;51;11;"M";"HGH";"STE";"M";579,6384615;2006-07-01;1987-09-02;2005-08-16;4500,468231
69383;"N";NA;38;10;"M";"BCR";"PVE";"F";584,6153846;2008-05-01;2007-06-06;2006-09-16;2250,234
69390;"N";NA;44;10;"M";"BCR";"STE";"F";360,3206923;1995-01-01;2003-09-01;2007-06-18;3028,729538
69393;"N";NA;60;11;"M";"HGH";"STE";"F";186,8461538;1984-06-06;2013-05-01;2005-12-31;601,5331538
69394;"N";NA;59;11;"M";"HGH";"RET";"F";200,7427692;1983-05-01;9999-10-01;2005-07-06;3513,23
69401;"N";NA;61;2;"M";"HGH";"PVE";"M";772,668;1982-01-01;2013-11-20;2014-12-23;2250,234
69404;"N";NA;69;3;"W";"HGH";"RET";"F";166,5259231;1980-01-01;1999-05-21;2014-03-03;771,5289231
69410;"N";NA;41;10;"M";"HGH";"PVE";"M";346,7384615;2005-01-01;2007-05-01;2007-05-31;8783,074923
69416;"N";NA;70;13;"M";"BCR";"RET";"F";443,7538462;1980-03-20;9999-10-01;2004-05-17;1134,967923
69419;"N";NA;68;3;"M";"HGH";"RET";"M";161,7016154;1949-01-25;9999-10-01;2014-06-30;2312,668769
69425;"N";NA;55;4;"M";"HGH";"PVE";"M";324,9461538;2012-01-01;2012-11-28;2013-03-27;606,5515385
69430;"N";NA;59;11;"M";"HGH";"STE";"M";298,6012308;1958-09-16;1980-08-11;2005-09-19;6513,947308
69431;"N";NA;65;9;"W";"HGH";"RET";"F";260,9661538;1979-03-01;9999-10-01;2007-10-12;1429,654308
69433;"N";NA;24;1;"S";"HGH";"PVE";"F";307,6923077;2000-01-01;2016-01-01;2016-01-25;4457,921154
69434;"N";NA;63;0;"W";"HGH";"RET";"F";178,2384615;2012-01-01;9999-10-01;2016-07-11;153,4079231
69438;"N";NA;68;7;"M";"HGH";"RET";"M";1163,884615;1949-06-16;9999-10-01;2009-10-27;5058,415462
69444;"N";NA;64;11;"M";"HGH";"RET";"F";258,3092308;1983-04-30;9999-10-01;2006-06-14;2189,095846
69451;"N";NA;41;2;"M";"HGH";"STE";"F";257,0769231;2010-01-01;2005-03-01;2015-05-20;1711,871308
69459;"N";NA;36;0;"M";"HGH";"STE";"M";576,9230769;2006-01-01;2005-01-01;2016-07-11;387,1303846
69462;"N";NA;65;0;"D";"HGH";"RET";"F";244,2503077;1987-01-01;9999-10-01;2016-07-13;1053,042154
69464;"N";NA;55;10;"M";"HGH";"STE";"M";314,3769231;1990-01-01;1989-01-25;2006-07-08;2250,234
69469;"N";NA;37;11;"M";"HGH";"STE";"F";379;1980-05-11;2014-09-01;2005-09-29;1082,539923
69475;"N";NA;67;12;"M";"BCR";"RET";"M";270,4909231;1997-09-01;9999-10-01;2005-03-17;602,9421538
69476;"N";NA;59;2;"M";"HGH";"STE";"M";310,4307692;1958-04-03;1976-07-02;2014-12-16;2637,254923
69478;"N";NA;50;2;"M";"BCR";"STE";"F";342,6288462;1990-09-01;2012-12-29;2014-12-16;2189,095846
69480;"N";NA;57;12;"M";"BCR";"STE";"M";622,2153846;1960-07-07;2003-11-11;2004-09-16;304,9746923
69483;"N";NA;68;10;"M";"HGH";"RET";"M";286,522;1981-01-01;9999-10-01;2007-04-26;981,4834615
69484;"N";NA;43;11;"M";"BCR";"STE";"F";364,8792308;2004-11-01;1998-11-02;2006-03-08;1504,527846
69492;"N";NA;56;0;"M";"HGH";"RET";"M";259,2506923;1961-04-27;9999-10-01;2016-07-11;2250,234
69495;"N";NA;37;0;"M";"HGH";"PVE";"F";169,2127692;2002-04-14;2015-12-25;2016-07-05;171,0513846
69496;"N";NA;61;9;"S";"HGH";"RET";"F";142,5184615;2010-05-13;9999-10-01;2008-06-06;1484,242615
69499;"N";NA;49;4;"M";"HGH";"PVE";"M";308,6072308;1985-10-15;2007-02-14;2012-12-20;2189,095846
69501;"N";NA;64;9;"M";"HGH";"RET";"M";191,3040769;1965-01-01;9999-10-01;2007-09-15;1550,716923
69511;"N";NA;63;7;"M";"BCR";"RET";"F";297,1778462;1993-01-01;1995-03-11;2009-12-22;2228,960462
69513;"N";NA;54;13;"M";"BCR";"PVE";"M";595,2846154;1963-05-19;2015-09-01;2004-04-30;9288,024769
69515;"N";NA;68;7;"D";"HGH";"RET";"M";254,9;1970-10-14;9999-10-01;2010-01-26;2914,417
69516;"N";NA;47;14;"M";"HGH";"STE";"M";317,4076923;1974-01-01;1994-01-04;2002-09-23;2269,547846
69521;"N";NA;52;2;"M";"HGH";"STE";"M";711,9948462;2000-04-01;1998-12-10;2015-05-15;682,478
69524;"N";NA;43;0;"M";"HGH";"STE";"F";395,2471538;2013-04-01;2000-05-10;2016-07-12;7565,159692
69528;"N";NA;51;11;"M";"HGH";"PVE";"F";207,0538462;1966-03-06;2009-12-01;2005-07-08;3678,516923
69530;"N";NA;45;0;"M";"BCR";"STE";"M";316,9769231;2000-01-01;2003-06-01;2016-07-08;1294,270538
69531;"N";NA;45;0;"M";"HGH";"STE";"F";167,5452308;1991-12-31;2012-06-04;2016-07-11;2250,234
69532;"N";NA;57;0;"M";"HGH";"STE";"M";556,3184615;1960-10-04;1981-02-02;2016-07-13;2250,234
69533;"N";NA;65;11;"M";"HGH";"RET";"F";244,7076923;1980-09-10;9999-10-01;2005-08-25;1094,731538
69545;"N";NA;67;1;"M";"HGH";"RET";"F";166,9353846;1990-01-01;9999-10-01;2015-08-11;301,8322308
69547;"N";NA;36;10;"M";"HGH";"PVE";"M";677,5461538;2016-03-01;2009-10-02;2006-07-24;2250,234
69552;"N";NA;69;3;"M";"BCR";"RET";"M";221,3089231;1990-01-01;1999-03-30;2014-01-10;3785,779846
69554;"N";NA;54;11;"D";"BCR";"STE";"F";427,9759231;2005-11-01;1997-09-01;2005-10-15;1456,517846
69555;"N";NA;50;5;"M";"HGH";"PVE";"F";179,3461538;1986-10-26;2013-09-01;2012-05-15;4719,359769
69557;"N";NA;52;12;"M";"BCR";"STE";"F";579,8384615;2005-01-01;1996-04-29;2004-10-14;2269,547846
69559;"N";NA;51;12;"M";"HGH";"PVE";"M";296,2384615;1987-01-01;2013-01-01;2005-04-22;7565,159692
69562;"N";NA;47;12;"M";"HGH";"STE";"M";292,82;1970-12-18;2012-10-16;2005-04-18;670,6153846
69564;"N";NA;42;11;"M";"HGH";"STE";"F";427,6615385;2011-03-01;2010-01-01;2005-07-16;7500,780385
69566;"N";NA;20;0;"*noval*";"HGH";"OTH";"F";0;9999-10-01;9999-10-01;2016-07-11;1,286846154
69567;"N";NA;37;12;"M";"BCR";"STE";"F";1154,230538;2010-01-01;2013-10-23;2004-08-06;4378,192077
69568;"N";NA;45;1;"D";"HGH";"PVE";"M";266,6384615;1972-08-08;2014-01-25;2015-09-16;4500,468231
69569;"N";NA;53;5;"S";"HGH";"RET";"M";175,9738462;1964-11-16;9999-10-01;2011-08-31;3372,036077
69570;"N";NA;31;4;"S";"HGH";"STE";"M";329,1501538;1986-04-26;2008-06-27;2013-02-07;2269,547846
69573;"N";NA;61;7;"M";"HGH";"RET";"M";202,9273077;2001-01-01;9999-10-01;2010-05-18;761,6737692
69574;"N";NA;68;11;"W";"HGH";"RET";"F";309,4821538;1999-06-26;1995-01-01;2006-04-03;5301,370077
69577;"N";NA;26;5;"S";"PRS";"PVE";"M";171,3615385;1991-05-08;2011-07-01;2012-06-15;2485,225308
69589;"N";NA;32;10;"S";"BCR";"PVE";"F";447,8923077;1985-11-19;2007-01-22;2007-03-29;2189,095846
69592;"N";NA;52;12;"M";"BCR";"STE";"F";642,9153846;1990-05-01;1991-03-01;2005-03-05;2189,095846
69593;"N";NA;61;1;"M";"HGH";"RET";"F";130,7692308;2005-01-01;9999-10-01;2016-06-28;66,02223077
69599;"N";NA;31;4;"S";"HGH";"PVE";"F";303,5076923;2010-09-13;2012-09-01;2012-09-22;3104,280308
69600;"N";NA;58;0;"M";"HGH";"RET";"M";415,3846154;1983-05-20;2001-09-29;2016-07-12;415,9104615
69603;"N";NA;41;12;"M";"HGH";"PVE";"F";737,9974615;2001-07-01;2013-06-03;2005-05-26;7296,986692
69604;"N";NA;63;3;"M";"HGH";"RET";"M";259,4836923;1959-05-01;9999-10-01;2013-07-26;2189,095846
69607;"N";NA;45;0;"M";"BCR";"STE";"F";369,2307692;2006-12-05;2002-09-01;2016-07-12;860,1155385
69610;"N";NA;32;8;"M";"HGH";"PVE";"M";234,6153846;1985-12-09;2006-03-01;2009-06-17;2233,037692
69611;"N";NA;56;11;"S";"HGH";"PVE";"F";180,3944615;1989-05-01;2005-10-10;2005-10-25;965,0942308
69612;"N";NA;38;11;"M";"BCR";"PVE";"M";173,0153846;1979-09-08;2014-09-06;2006-03-02;2054,301692
69615;"N";NA;38;1;"M";"HGH";"PVE";"F";225,0615385;2012-05-01;2011-04-01;2016-04-13;148,0347692
69622;"N";NA;38;11;"M";"BCR";"STE";"M";395,9959231;1987-01-01;2015-09-01;2006-06-19;2189,095846
69624;"N";NA;60;14;"M";"BCR";"STE";"M";480,3076923;2004-01-29;1984-12-27;2003-04-18;7565,159692
69632;"N";NA;38;11;"M";"BCR";"STE";"F";287,3769231;2005-01-01;2002-07-29;2005-09-01;4500,468231
69633;"N";NA;30;3;"S";"BCR";"PVE";"M";592,2878462;1989-06-01;2014-06-01;2013-07-11;4577,400385
69635;"N";NA;26;1;"M";"HGH";"PVE";"F";158,8076923;2015-04-10;2015-09-01;2015-10-20;309,9015385
69636;"N";NA;41;4;"M";"HGH";"PVE";"F";204,6923077;2000-02-10;2013-07-15;2013-05-08;2250,234
69637;"N";NA;37;10;"M";"HGH";"PVE";"M";1077,969385;2011-12-26;2010-09-24;2007-02-28;885,1651538
69639;"N";NA;58;0;"M";"HGH";"RET";"F";214,2615385;1963-01-01;9999-10-01;2016-07-15;2189,095846
69640;"N";NA;51;2;"M";"HGH";"SFE";"M";389,8076923;1994-01-01;2014-05-30;2014-09-24;4353,827308
69649;"N";NA;51;12;"M";"HGH";"PVE";"M";436,8923077;2002-04-22;1998-05-12;2004-09-15;550,142
69650;"N";NA;49;12;"M";"HGH";"STE";"F";444,6615385;1997-01-01;1997-01-05;2005-02-14;6068,953538
69652;"N";NA;34;4;"M";"HGH";"STE";"M";230,1474615;1983-11-19;2013-04-09;2013-04-17;4500,468231
69655;"N";NA;56;10;"M";"HGH";"RET";"M";358,6369231;1970-03-05;9999-10-01;2006-11-13;8365,096615
69657;"N";NA;65;9;"M";"HGH";"STE";"F";210,2169231;2005-02-05;1986-01-20;2007-08-29;1224,457923
