AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
57;12;M;BCR;PVE;M;189.98;1987-01-01;2006-12-01;2005-05-13;2549.96
49;13;W;MAS;STE;F;848.45;1988-02-01;2009-12-01;2004-01-10;13672.18
44;14;M;BCR;PVE;M;707.16;1984-01-01;2004-02-01;2002-07-25;3076.92
43;0;M;HGH;PVE;M;384.62;1988-01-01;2013-10-01;2016-10-11;357.41
29;0;S;HGH;PVE;M;278.31;1988-07-10;2013-01-30;2016-10-10;2371.15
43;9;M;HGH;PVE;F;192.46;2009-09-01;2015-06-03;2007-09-24;1693.59
31;0;M;HGH;PVE;F;192.31;2013-12-31;2016-01-01;2016-10-11;2307.69
35;1;M;HGH;PVE;M;384.62;2014-08-01;2013-08-01;2015-07-30;166.31
50;12;M;HGH;PVE;F;170.16;2008-03-31;2015-04-01;2005-06-13;2307.69
55;6;M;BCR;PVE;M;679.38;1999-09-01;2010-10-01;2010-10-13;2307.69
54;0;M;HGH;PVE;M;192.31;1963-04-27;2014-05-06;2016-09-02;2307.69
31;11;M;HGH;PVE;F;230.77;2014-07-28;2016-03-01;2006-01-21;948.46
71;1;M;HGH;RET;M;201.77;1946-12-26;;2016-03-08;3754.33
45;11;M;HGH;STE;M;677.88;2010-01-01;1996-08-05;2005-11-25;2307.69
57;12;M;BCR;STE;M;489.15;2006-05-25;1989-09-14;2004-09-02;6153.85
36;8;M;HGH;PVE;F;178.42;2000-01-01;2009-06-01;2009-07-01;1650.2
49;4;M;BCR;RET;M;334.36;1973-01-01;1998-08-08;2013-05-21;4615.38
45;8;M;HGH;PVE;F;304.51;2007-03-14;2010-06-04;2009-06-02;801.63
35;2;M;BCR;PVE;F;883.12;2014-02-01;2015-12-30;2015-03-13;7692.31
64;2;S;HGH;RET;F;221.76;1982-01-01;;2015-05-19;2608.27
26;4;S;HGH;PVE;M;250.0;1996-01-01;2016-01-11;2013-02-18;2307.69
55;12;M;BCR;PVE;F;1314.06;2010-05-01;2007-11-17;2005-04-20;692.31
55;9;M;HGH;PVE;M;305.27;1970-12-12;1982-10-04;2007-09-06;1784.97
38;2;S;HGH;RET;M;209.36;2006-01-01;;2014-11-24;4869.23
41;5;M;BCR;STE;F;265.49;1976-08-10;2012-03-20;2011-11-09;3692.31
51;10;S;BCR;STE;F;331.55;1966-10-15;2000-09-11;2007-05-22;406.6
41;0;M;BCR;PVE;M;180.45;2007-01-01;2015-11-01;2016-10-12;2307.69
66;0;;HGH;OTH;M;0.0;;;2016-10-11;0.0
30;4;M;HGH;PVE;M;298.23;1987-07-10;2013-11-01;2013-04-19;2307.69
51;2;M;HGH;STE;F;309.76;1980-10-10;1987-05-01;2014-10-16;470.16
40;4;M;HGH;PVE;F;273.66;2001-08-11;2013-06-10;2013-06-07;2307.69
66;6;M;BCR;RET;F;163.89;2005-01-01;;2010-09-09;2055.0
46;12;M;BCR;PVE;M;1394.48;2001-10-01;2005-04-01;2005-04-15;4230.77
50;3;M;BCR;STE;F;358.85;2007-09-01;2007-03-28;2013-09-20;2307.69
59;9;M;HGH;PVE;M;288.03;1958-12-20;2011-09-05;2008-04-11;2213.08
69;11;M;BCR;RET;F;311.16;2010-01-01;;2005-12-23;2608.27
68;10;W;HGH;RET;F;227.45;1974-01-01;;2006-07-21;3603.13
41;3;M;HGH;PVE;M;266.89;2013-03-01;2011-10-03;2014-03-27;5538.99
43;9;M;HGH;STE;M;266.8;1974-03-11;2008-03-10;2008-03-20;2307.69
68;9;M;HGH;RET;M;374.5;2006-01-27;;2007-09-26;1975.96
74;11;M;HGH;RET;M;221.04;1996-10-20;;2006-05-26;395.19
52;9;M;HGH;PVE;F;384.62;1986-01-01;2002-03-01;2007-08-13;269.07
43;4;M;BCR;PVE;F;441.86;1994-01-01;2013-10-01;2013-04-24;4615.38
73;4;M;HGH;RET;M;1131.31;1975-01-01;;2012-08-03;4742.31
60;0;M;HGH;RET;F;230.77;2008-10-15;2001-12-30;2016-10-12;403.92
42;2;M;HGH;PVE;M;192.31;1975-01-20;2015-11-24;2015-06-17;480.98
37;12;M;HGH;PVE;M;485.89;1980-05-23;2015-01-17;2004-09-27;4615.38
66;11;M;BCR;RET;F;291.38;2007-09-01;;2005-07-13;3319.62
65;12;M;BCR;STE;F;343.26;1973-04-01;1977-12-12;2004-11-29;790.38
54;2;M;HGH;PVE;F;240.38;1985-01-01;2014-12-01;2014-12-18;4615.38
43;5;S;BCR;STE;F;514.52;1995-05-01;2013-06-24;2011-10-21;4615.38
43;11;M;HGH;RET;M;255.03;1974-11-12;;2005-11-28;2318.01
54;2;M;HGH;PVE;M;178.13;2010-12-31;2004-10-11;2014-08-05;2307.69
62;6;M;BCR;RET;F;164.04;2003-05-20;;2010-09-04;2407.01
36;5;M;HGH;PVE;M;516.28;2010-12-01;2011-06-01;2012-06-11;6153.85
61;11;M;HGH;RET;F;490.16;1976-05-01;;2005-07-15;3262.38
63;0;M;BCR;RET;F;238.46;1954-05-07;2001-12-30;2016-10-12;256.71
70;6;M;HGH;RET;M;410.19;1947-02-18;;2011-03-22;5370.66
55;10;M;HGH;PVE;M;169.23;1962-11-21;2008-08-01;2007-03-22;4615.38
65;0;W;HGH;RET;F;377.26;1993-03-01;;2016-10-13;2608.27
51;4;M;HGH;STE;M;307.69;1986-01-01;1993-11-04;2013-06-03;209.63
59;2;M;HGH;PVE;M;222.88;1987-06-01;2015-02-01;2015-02-27;2307.69
30;8;M;HGH;PVE;F;323.07;2006-01-01;2010-02-02;2009-01-27;1683.38
42;14;M;BCR;PVE;F;666.89;2003-05-25;2003-01-01;2003-01-03;1307.69
62;12;M;HGH;RET;F;228.08;1980-06-01;;2005-04-08;2766.35
34;9;S;BCR;PVE;M;999.87;2013-04-01;2007-01-29;2008-01-29;7692.31
43;0;S;HGH;PVE;M;398.62;1986-06-16;2016-07-01;2016-10-13;202.04
36;12;M;HGH;PVE;M;491.72;2007-02-15;2003-02-10;2005-04-28;2307.69
53;5;W;HGH;PVE;F;537.22;2008-06-01;1989-04-03;2011-07-26;4864.14
35;11;M;HGH;PVE;M;477.48;1982-07-06;2007-04-16;2006-01-30;3846.15
64;0;M;HGH;RET;F;200.42;1970-01-01;;2016-10-11;2307.69
39;12;S;BCR;PVE;F;612.34;1984-01-01;2005-05-18;2005-05-24;1076.92
66;8;D;HGH;RET;F;244.1;2012-02-15;;2008-12-22;3951.92
49;13;S;BCR;PVE;F;423.43;2000-02-01;2016-07-01;2004-04-01;1998.28
28;3;M;HGH;PVE;F;171.37;2012-03-05;2012-08-10;2013-08-26;2307.69
65;11;M;HGH;RET;F;196.15;2000-08-20;;2005-08-10;4742.31
26;4;S;HGH;PVE;F;210.55;1991-04-07;2013-06-26;2012-09-26;4615.38
31;0;M;BCR;PVE;M;269.23;2014-01-01;2013-01-01;2016-10-13;205.92
41;4;S;HGH;PVE;M;452.92;2011-01-17;2012-09-01;2013-06-20;5258.53
29;7;S;HGH;PVE;M;324.28;1995-01-01;2015-08-01;2010-03-29;7113.46
45;7;S;HGH;PVE;F;175.97;1972-12-14;2016-01-22;2010-03-24;4615.38
67;0;M;HGH;RET;M;249.92;1981-05-01;;2016-10-12;2173.56
51;4;M;HGH;STE;M;488.05;1967-12-31;1993-01-26;2013-05-08;8764.22
33;8;M;HGH;PVE;M;605.2;1984-03-23;2009-04-01;2009-04-10;1789.03
50;15;S;HGH;STE;M;236.89;2013-01-01;1996-07-01;2002-04-13;4425.93
62;1;W;HGH;RET;F;238.52;1980-01-01;;2016-03-16;600.69
51;11;M;HGH;STE;F;214.04;1995-01-01;2012-05-10;2005-11-10;5018.94
57;10;M;PRS;RET;F;162.6;2009-01-01;;2006-08-07;3912.4
53;4;S;HGH;PVE;M;635.53;1983-09-05;2006-10-01;2012-11-19;9230.77
41;8;M;HGH;PVE;F;322.04;1995-12-16;2009-02-23;2009-02-20;2493.55
59;11;M;SEC;PVE;F;191.43;1990-07-20;2000-01-13;2005-08-08;3279.41
38;10;M;HGH;PVE;F;230.77;2000-09-25;2001-07-01;2007-03-23;6003.49
56;12;M;HGH;RET;M;385.18;1997-04-07;;2005-06-28;2307.69
74;9;M;HGH;OTH;M;973.4;2006-05-01;;2008-03-29;5137.5
71;10;W;HGH;RET;F;285.78;2006-01-01;;2007-04-19;4639.56
56;0;M;HGH;SFE;M;300.0;2002-12-31;2005-08-01;2016-10-11;8561.72
66;9;M;HGH;RET;M;311.57;1975-01-01;;2008-02-13;4149.52
28;2;S;BCR;STE;M;192.63;1989-03-10;2013-12-04;2015-06-19;2307.69
59;12;M;SEC;RET;M;161.24;1958-02-20;;2005-02-04;476.3
58;11;M;BCR;STE;F;1241.32;1995-09-01;2015-05-20;2005-09-27;2307.69
25;4;S;HGH;PVE;M;268.62;1992-07-30;2012-08-06;2012-10-11;4615.38
61;4;W;HGH;RET;F;257.21;1998-01-01;1998-01-09;2012-10-22;7692.31
52;4;M;HGH;PVE;F;163.08;2013-07-01;2016-03-01;2013-07-02;888.11
67;12;W;HGH;RET;F;928.84;1950-01-27;;2004-11-19;5370.75
36;11;S;BCR;PVE;F;269.23;1988-01-01;2015-02-01;2005-09-02;1076.92
66;12;M;BCR;RET;M;276.21;2005-06-27;;2004-09-11;5327.19
51;3;M;HGH;RET;M;155.5;1966-06-30;1999-02-07;2013-11-20;2307.69
49;0;M;HGH;PVE;M;500.0;1968-10-02;2004-10-15;2016-10-14;4615.38
45;0;M;HGH;PVE;F;170.37;1994-01-14;2013-07-01;2016-10-10;2307.69
30;3;S;BCR;PVE;F;603.82;2016-01-18;2015-07-01;2013-10-11;2307.69
58;12;M;HGH;RET;M;415.38;1959-11-14;1979-06-15;2004-09-16;169.0
54;0;D;HGH;STE;F;372.12;2001-09-01;1990-09-01;2016-10-12;825.1
39;7;S;HGH;PVE;M;359.34;1978-01-18;2003-05-21;2009-10-01;2307.69
63;12;M;BCR;RET;F;272.21;2010-08-04;;2005-04-21;198.33
31;2;M;HGH;PVE;M;307.69;1995-10-15;2008-05-01;2014-09-29;198.0
60;2;M;BCR;STE;M;301.44;1990-06-01;1984-02-01;2015-07-01;3349.43
69;11;D;HGH;RET;F;207.32;1992-01-01;;2005-12-16;2529.23
50;12;M;HGH;STE;F;206.79;2013-04-01;2003-11-05;2005-06-03;4732.68
51;9;M;BCR;PVE;F;546.61;2009-06-10;2007-08-21;2007-08-14;2307.69
22;1;S;HGH;PVE;M;246.65;1995-03-17;2015-01-20;2015-10-20;2769.23
54;11;M;BCR;STE;F;0.0;1997-01-01;2005-12-10;2006-06-13;18.15
43;11;M;HGH;PVE;M;351.02;2003-01-01;2001-03-15;2005-08-25;4615.38
22;2;S;SEC;PVE;M;170.54;2014-06-01;2015-05-15;2015-05-27;1699.97
37;11;S;HGH;PVE;F;206.94;1982-01-01;2005-08-15;2005-10-05;1553.85
57;8;M;HGH;RET;F;188.4;1982-01-01;;2009-07-03;2567.47
39;1;M;BCR;STE;F;430.77;2007-01-01;2006-01-01;2015-10-26;252.15
28;7;S;BCR;PVE;M;1172.5;2005-05-01;2014-07-01;2009-10-28;4615.38
33;9;M;HGH;PVE;F;202.58;2013-03-01;2015-03-01;2007-10-16;2307.69
58;10;M;BCR;RET;F;236.19;1980-01-01;;2006-12-11;3754.33
71;11;M;BCR;RET;F;263.33;1986-05-01;;2005-12-22;1896.92
55;12;M;BCR;STE;F;581.05;1995-07-01;1987-04-01;2004-09-28;2307.69
45;6;M;HGH;PVE;M;245.54;2010-06-04;2015-12-15;2010-07-30;2307.69
60;2;S;HGH;PVE;M;246.15;1957-02-11;2000-01-14;2014-10-27;293.07
57;4;M;HGH;STE;M;234.57;1960-04-01;2006-04-11;2012-09-03;6748.45
43;1;M;BCR;PVE;F;346.13;2015-09-10;2012-07-13;2015-09-19;2307.69
56;0;M;HGH;RET;F;432.89;1993-04-01;;2016-10-10;2307.69
42;5;M;HGH;PVE;F;254.83;1994-11-29;2015-05-01;2011-11-17;2307.69
68;1;M;HGH;RET;M;166.15;1949-02-22;;2015-12-03;2608.27
67;6;M;HGH;RET;F;250.35;2008-03-03;;2011-02-14;632.31
48;4;S;HGH;PVE;F;333.38;2010-05-01;2010-04-06;2012-08-10;2716.91
32;3;M;HGH;PVE;M;429.93;1985-06-22;2016-10-04;2014-07-03;3042.98
64;10;M;HGH;RET;F;264.3;1972-01-01;;2006-10-27;2094.52
58;11;M;HGH;RET;F;239.65;2000-12-15;;2005-07-06;4347.12
44;0;M;HGH;RET;M;217.57;1973-10-25;;2016-10-11;405.77
59;2;M;HGH;STE;F;238.83;1958-10-28;1979-12-25;2014-12-27;807.37
57;13;M;HGH;STE;F;307.48;1987-04-01;1983-02-15;2004-03-17;1219.79
65;11;M;HGH;RET;F;184.49;1988-03-01;;2005-09-08;1136.45
28;2;S;HGH;PVE;F;307.69;2014-05-01;2014-06-01;2015-06-16;790.38
52;3;M;HGH;PVE;F;169.17;2012-12-01;2014-01-16;2013-09-18;1580.77
38;4;M;MAS;STE;F;324.97;2006-01-01;2005-11-01;2012-10-03;8264.66
48;11;M;HGH;STE;M;560.2;1991-06-01;1990-05-14;2006-02-09;170.23
45;1;M;HGH;PVE;F;191.11;1998-01-01;2014-08-19;2016-04-05;75.62
37;4;M;MAS;STE;F;367.42;2006-09-01;2012-01-16;2013-04-12;3569.94
54;0;M;HGH;PVE;M;372.73;1995-01-01;2006-03-01;2016-10-11;2307.69
25;3;S;HGH;PVE;M;181.68;1992-07-10;2013-05-01;2014-01-20;2307.69
54;10;M;PRS;STE;M;318.05;1963-08-19;2007-04-17;2007-02-01;1153.85
52;2;M;HGH;STE;M;391.17;1965-07-11;2012-09-03;2014-12-09;4768.42
45;1;M;HGH;PVE;M;294.69;1972-04-01;2014-09-01;2015-09-11;7581.05
59;3;M;BCR;STE;F;476.92;1958-11-05;1993-09-01;2013-08-16;474.81
41;0;M;BCR;STE;M;810.14;1976-04-02;;2016-10-13;269.23
67;11;D;HGH;RET;F;205.94;2013-01-01;;2006-06-28;948.46
66;12;D;BCR;RET;F;329.07;1977-10-15;;2005-03-08;5295.58
43;12;M;HGH;STE;M;631.03;1974-02-08;2002-09-25;2005-06-23;4615.38
38;11;M;HGH;PVE;M;489.68;1982-01-01;2005-07-01;2006-04-28;1051.71
38;10;M;PRS;PVE;M;334.22;1990-06-25;2007-01-22;2007-01-11;2307.69
67;4;M;HGH;RET;M;214.05;1981-06-01;;2012-08-08;987.98
51;6;M;HGH;STE;F;172.28;1988-01-01;1989-01-01;2011-04-29;1274.98
50;14;M;BCR;STE;M;724.78;1997-01-01;1998-01-05;2003-02-07;461.69
35;2;M;BCR;PVE;M;546.82;2012-01-01;2012-08-01;2014-09-19;9465.36
55;2;M;HGH;PVE;M;160.67;1962-02-23;2008-04-14;2014-10-07;1652.21
66;2;M;HGH;RET;M;307.92;2005-04-18;;2015-05-20;4742.31
59;8;M;HGH;RET;F;215.27;2002-02-05;;2009-06-18;6330.0
47;11;M;HGH;PVE;M;502.88;2001-09-15;2004-05-31;2005-09-22;4615.38
34;4;M;HGH;STE;M;653.85;2016-02-01;2006-12-01;2013-04-05;118.85
47;10;M;HGH;STE;M;213.57;1970-02-05;1992-03-15;2007-03-07;1219.79
38;9;M;BCR;STE;M;527.26;2011-06-22;1998-06-20;2007-10-05;4615.38
25;0;S;HGH;PVE;M;338.26;2007-07-01;2016-09-21;2016-07-15;6678.75
67;10;M;HGH;RET;M;197.96;1976-08-11;;2007-03-21;3556.73
72;10;M;HGH;RET;F;293.14;1984-01-01;;2007-06-18;513.75
60;5;M;HGH;STE;F;187.81;1975-08-01;1984-11-06;2011-10-19;4995.61
63;9;M;HGH;RET;M;317.82;1958-01-01;;2007-11-28;1039.11
53;10;S;HGH;STE;F;357.25;1991-02-10;2003-03-01;2006-09-08;8764.22
32;7;M;HGH;PVE;M;171.09;1995-08-01;2009-10-01;2009-11-27;2688.13
40;3;M;HGH;STE;F;295.54;2002-01-01;1999-11-22;2014-01-24;4293.1
63;0;M;HGH;RET;M;230.77;1981-03-01;2001-12-30;2016-10-12;352.5
36;6;S;HGH;PVE;M;800.99;1981-01-25;2007-09-27;2010-09-21;3202.71
40;11;M;BCR;STE;M;1194.3;2010-01-01;2005-10-17;2005-10-26;2307.69
35;11;S;HGH;PVE;M;165.82;2013-01-01;2011-04-02;2005-09-22;3593.33
63;1;M;HGH;RET;F;524.65;2013-03-01;;2015-12-09;2307.69
52;13;M;HGH;PVE;F;297.79;2005-12-10;2016-07-01;2004-01-29;1598.63
34;3;M;PRS;PVE;F;173.08;2008-05-03;2010-07-01;2013-07-19;2979.84
41;13;M;HGH;OTH;F;1042.81;2013-02-01;2003-06-01;2004-01-09;2307.69
48;14;M;BCR;STE;F;380.81;2011-05-28;1995-09-01;2003-06-25;4732.68
43;3;M;HGH;PVE;F;177.0;1999-07-05;2013-04-01;2013-09-10;3230.77
45;2;M;HGH;STE;F;192.31;1994-04-28;2013-07-01;2014-08-27;2191.06
48;11;M;BCR;PVE;F;1582.26;2003-10-27;2010-12-01;2006-03-23;2307.69
47;12;M;HGH;PVE;M;413.26;1970-04-23;2011-07-01;2005-07-04;2307.69
41;10;M;HGH;STE;F;266.11;2010-09-30;2010-01-01;2006-07-20;4758.65
64;11;S;HGH;RET;M;351.73;1953-08-07;;2006-03-01;395.19
57;11;M;HGH;PVE;M;426.8;2009-09-01;2007-07-01;2005-10-31;2307.69
35;10;S;HGH;PVE;F;207.35;1982-08-14;2008-03-01;2006-12-21;2062.75
51;4;S;HGH;STE;M;343.2;1966-08-12;1985-12-05;2012-12-21;2307.69
58;13;M;BCR;STE;M;733.65;2001-12-01;1994-05-06;2004-06-25;948.46
71;11;M;BCR;RET;M;335.95;1986-09-01;;2005-07-11;3714.81
48;11;M;PRS;PVE;F;223.16;1992-10-26;2006-01-09;2006-02-11;1185.58
33;10;S;HGH;PVE;M;361.05;2003-11-14;2007-09-10;2006-12-12;4382.11
42;5;M;PRS;PVE;M;268.65;1975-08-07;2011-12-05;2012-04-25;1980.24
31;10;M;BCR;PVE;F;1697.18;1986-04-11;2012-03-01;2006-12-20;3068.0
39;11;D;BCR;STE;F;330.57;2009-10-19;2005-08-01;2005-08-11;1153.85
60;3;M;HGH;RET;M;255.45;1957-12-23;;2014-05-12;6281.3
65;9;M;HGH;RET;F;268.95;1989-12-01;;2007-09-29;2264.01
60;8;M;HGH;RET;M;262.07;2000-01-01;;2009-05-26;2307.69
50;11;M;BCR;STE;F;442.89;1988-11-12;1997-09-01;2005-09-12;2366.34
48;11;M;BCR;STE;M;268.33;1994-02-01;2011-05-04;2005-08-04;2307.69
41;0;M;HGH;STE;F;246.15;1976-12-31;2008-09-24;2016-10-11;221.77
22;0;M;HGH;PVE;F;269.23;2011-01-01;2016-01-01;2016-10-13;316.84
29;3;S;HGH;PVE;M;307.69;1988-03-03;2012-11-01;2013-08-20;2195.62
42;11;M;HGH;STE;F;305.11;2001-09-09;1995-06-19;2005-10-28;2307.69
59;6;M;HGH;RET;F;155.83;1981-01-01;;2011-06-15;2921.54
53;4;M;HGH;STE;M;237.91;1982-06-01;1985-12-15;2012-10-31;1219.79
22;2;S;HGH;PVE;M;316.16;2012-01-01;2016-04-01;2014-09-03;4615.38
30;10;S;HGH;PVE;F;172.31;1987-01-07;2016-04-01;2006-07-28;395.19
65;11;M;HGH;RET;M;210.3;2004-10-22;;2006-02-13;4110.0
31;10;S;HGH;PVE;M;375.89;1986-08-08;2014-12-23;2007-05-21;4615.38
49;10;M;HGH;STE;M;737.95;2003-09-01;1995-10-16;2006-07-26;2307.69
45;1;M;HGH;STE;M;346.15;1972-09-08;2001-11-05;2016-05-28;123.69
58;14;M;HGH;RET;F;182.18;1990-01-01;;2002-10-30;2307.69
73;10;M;HGH;RET;M;180.0;1970-01-01;;2007-04-30;395.19
48;11;M;BCR;PVE;F;651.76;1993-12-18;2006-05-01;2006-05-05;9230.77
68;12;M;HGH;RET;M;287.6;1949-10-26;;2005-05-16;5371.45
40;8;M;HGH;PVE;M;186.23;2011-07-27;2009-04-01;2009-06-17;3754.33
49;11;M;BCR;STE;F;294.78;2010-01-01;1993-11-17;2005-10-13;419.75
29;9;S;HGH;PVE;M;260.74;1988-08-09;2010-10-26;2008-04-09;790.38
29;2;S;HGH;STE;M;376.87;2001-01-01;2013-12-04;2014-07-25;5784.39
68;11;M;HGH;RET;M;329.51;1986-09-10;;2005-11-04;1114.44
54;10;M;SEC;STE;F;183.74;2003-02-17;1998-07-01;2006-11-20;400.81
41;11;M;BCR;PVE;M;367.79;2007-08-01;2009-07-01;2006-02-20;2307.69
61;14;W;HGH;PVE;F;551.34;1996-09-03;1991-10-10;2002-10-18;2307.69
41;0;M;HGH;PVE;M;200.25;2010-01-01;2010-01-12;2016-09-30;2307.69
66;11;M;HGH;RET;M;192.89;1977-02-12;;2005-09-20;278.19
23;1;S;BCR;PVE;F;307.69;2006-12-31;2015-12-01;2015-12-03;9027.15
69;14;M;HGH;RET;M;889.25;1994-01-01;;2003-07-01;3951.92
64;13;W;BCR;RET;F;434.84;1999-11-26;;2003-07-30;3951.92
61;14;S;PRS;RET;M;175.61;1956-07-10;;2002-12-19;261.96
36;11;M;HGH;PVE;M;519.55;1989-12-31;2007-04-15;2006-05-09;636.77
29;3;M;HGH;PVE;F;218.59;2009-10-03;2014-03-17;2014-03-12;2307.69
66;4;M;HGH;RET;M;238.76;1996-01-01;;2013-04-26;4900.38
37;5;M;HGH;PVE;M;183.29;1980-07-17;2013-08-27;2012-06-25;3833.37
60;13;M;BCR;RET;F;268.52;1993-05-01;;2004-06-17;2307.69
46;6;M;HGH;PVE;M;341.77;1971-01-03;2010-07-12;2010-07-17;2307.69
57;0;M;BCR;RET;F;269.23;2001-01-01;2001-12-30;2016-10-12;316.84
47;0;M;BCR;STE;F;546.15;1970-05-06;2006-07-08;2016-10-10;358.23
55;11;M;HGH;STE;F;458.67;1988-07-01;1996-08-01;2005-12-12;4887.42
48;2;M;BCR;STE;F;271.7;2006-09-01;2013-02-01;2014-11-14;1923.08
70;4;M;HGH;RET;M;146.08;2011-06-01;;2012-12-06;1975.96
48;9;D;BCR;PVE;F;448.09;2003-07-01;2007-08-13;2007-08-13;1523.08
54;12;M;BCR;RET;M;654.97;1996-01-01;;2005-06-14;7692.31
51;1;M;HGH;PVE;M;274.98;1966-06-18;2015-08-17;2015-08-18;2307.69
64;11;W;HGH;RET;F;242.01;1953-07-16;;2005-11-15;5137.5
38;11;M;BCR;STE;F;341.27;2001-07-01;2006-09-01;2006-02-09;7692.31
53;11;M;BCR;STE;F;699.08;2000-01-01;1996-01-01;2005-08-17;2307.69
60;12;M;SEC;RET;M;291.0;2008-10-02;;2005-06-17;0.0
29;0;S;HGH;PVE;M;400.0;1990-10-15;2012-09-01;2016-10-10;475.31
49;12;S;HGH;PVE;M;469.31;1968-05-13;1989-06-29;2004-11-04;4505.19
61;0;M;HGH;RET;F;322.38;1985-05-01;;2016-10-13;4615.38
37;11;M;HGH;PVE;F;561.89;2000-05-15;2009-03-16;2005-07-26;1730.77
46;15;M;HGH;PVE;M;677.48;1993-05-07;2013-09-30;2002-03-21;4615.38
70;11;M;HGH;RET;M;211.38;1980-01-01;;2006-06-19;987.98
41;14;S;BCR;OTH;M;1150.62;1995-01-10;2015-01-01;2003-06-24;3846.15
67;6;M;BCR;RET;M;310.07;1981-01-16;;2011-03-25;2213.08
29;6;S;HGH;PVE;M;330.77;1988-02-11;2008-10-01;2010-10-13;326.16
43;8;M;BCR;STE;F;377.11;2008-06-01;2006-06-28;2009-06-10;6923.08
56;14;M;HGH;STE;M;228.97;1997-06-01;2000-07-15;2003-06-12;5433.82
32;3;M;HGH;PVE;M;276.06;1991-01-01;2008-07-01;2014-02-13;2307.69
59;6;M;HGH;RET;M;291.94;1964-05-01;;2010-07-06;7612.23
23;3;S;HGH;PVE;M;313.46;1994-04-12;2013-12-01;2013-11-29;2307.69
65;3;M;BCR;RET;M;253.15;2000-01-01;;2013-10-09;3951.92
64;12;D;BCR;RET;F;395.47;1963-01-01;;2005-05-05;4426.15
61;11;W;HGH;STE;F;329.88;1990-04-10;1981-09-01;2005-09-16;6432.94
21;0;S;HGH;PVE;F;263.85;1996-03-14;2015-09-01;2016-10-11;475.38
56;11;M;HGH;STE;M;411.87;1971-08-01;1997-10-01;2005-07-09;7011.38
31;0;M;BCR;STE;F;279.28;2012-01-01;2013-09-09;2016-08-18;2307.69
56;11;M;BCR;PVE;F;167.51;2005-12-31;2015-06-03;2006-05-09;4119.18
61;2;M;HGH;STE;F;233.54;1990-07-01;2007-02-05;2014-11-19;813.19
34;6;S;HGH;PVE;M;178.72;1988-05-20;2010-12-01;2011-02-01;3768.62
44;11;M;HGH;STE;M;230.02;1996-12-31;1996-12-25;2005-12-12;4674.92
57;10;M;HGH;PVE;F;197.31;2005-09-01;2011-12-10;2006-10-25;4382.11
36;0;M;HGH;PVE;F;163.82;2014-09-01;2016-02-01;2016-10-13;2307.69
64;11;M;BCR;RET;F;229.05;1979-12-15;;2006-02-24;3951.92
29;9;S;HGH;PVE;M;419.52;1988-01-22;2012-04-17;2007-09-12;961.95
50;10;M;HGH;STE;F;214.76;1967-04-12;1996-04-08;2007-07-02;6153.85
27;0;M;MAS;STE;M;394.07;2015-05-01;2013-09-13;2016-10-14;7692.31
68;3;M;HGH;RET;F;169.01;2009-08-08;1999-08-22;2014-06-04;1975.96
40;9;S;BCR;PVE;F;366.24;1977-12-22;2007-08-01;2007-08-03;2512.07
48;11;D;HGH;PVE;F;230.96;2011-06-01;2008-05-30;2005-08-25;2307.69
60;12;M;HGH;STE;F;339.26;1981-01-01;1984-11-12;2005-06-14;1279.8
41;11;M;HGH;PVE;F;221.85;2006-09-01;2003-04-01;2005-10-17;2307.69
69;1;S;HGH;RET;F;772.42;2016-01-01;;2016-03-08;3951.92
45;11;M;HGH;PVE;M;407.88;2013-05-15;2011-05-01;2005-08-22;813.19
34;7;M;HGH;PVE;M;313.58;1983-10-20;2014-06-01;2010-06-28;7692.31
67;14;M;HGH;RET;M;401.41;1981-06-05;;2002-10-25;5371.54
35;2;M;HGH;SFE;M;304.54;1989-03-01;2012-07-21;2015-01-16;3951.92
36;10;M;HGH;PVE;M;677.55;2016-03-01;2009-10-02;2006-07-24;2307.69
68;5;M;HGH;RET;F;317.47;1992-08-01;;2012-06-11;4805.54
73;12;M;BCR;RET;M;186.76;2006-12-20;;2005-06-21;790.38
37;0;M;BCR;PVE;F;168.61;2008-01-01;2014-06-10;2016-10-13;2307.69
40;6;M;HGH;STE;M;327.96;1995-01-01;2007-08-01;2010-09-02;158.08
62;0;M;HGH;RET;F;168.88;1981-01-01;;2016-10-11;4615.38
36;5;M;HGH;STE;M;201.92;2006-01-01;2014-06-05;2011-12-29;3413.66
58;5;M;HGH;PVE;F;426.35;2000-08-01;2014-04-26;2012-03-20;2307.69
32;4;S;HGH;PVE;M;475.48;2007-10-01;2010-10-23;2012-11-13;1538.46
62;14;M;BCR;RET;F;330.77;1978-04-16;1975-12-31;2002-10-18;322.82
40;0;S;BCR;PVE;F;352.31;1977-03-06;2015-06-01;2016-10-12;251.0
69;12;M;HGH;RET;M;222.74;1972-04-12;;2005-07-04;4769.97
30;10;M;HGH;PVE;M;269.23;2008-02-03;;2007-04-05;306.97
29;1;S;HGH;PVE;M;186.92;2011-08-24;2016-03-01;2016-03-17;2307.69
59;3;M;HGH;RET;M;281.63;1958-10-27;1999-08-29;2014-06-11;316.74
67;4;W;HGH;RET;M;901.49;1984-08-01;;2013-01-08;2766.35
66;3;M;HGH;OTH;F;479.45;1967-01-01;;2013-07-05;6394.51
