MORTGAGE;MORTGAGE_TAKING_AGE;AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
N;;45;11;M;HGH;PVE;M;378.21;2007-09-01;1996-02-01;2005-07-12;800.56
N;;51;11;M;BCR;RET;F;141.86;2010-07-01;;2005-07-22;435.37
N;;69;10;M;HGH;RET;M;209.95;1995-01-01;;2007-02-21;4815.02
N;;47;12;M;HGH;PVE;M;196.04;1971-01-15;2011-01-01;2005-02-07;3160.41
N;;67;12;M;HGH;RET;M;340.26;1990-04-01;;2005-06-24;50.1
N;;56;11;M;BCR;STE;F;324.88;1988-01-01;2006-06-09;2005-09-16;4695.95
N;;43;5;D;HGH;STE;M;548.62;1974-12-14;1996-11-25;2012-05-15;2776.96
N;;70;11;M;HGH;RET;M;377.78;1998-01-13;;2005-10-14;1949.34
N;;66;11;M;BCR;STE;M;691.0;2001-03-08;2001-02-20;2005-07-20;0.0
N;;34;1;S;HGH;PVE;M;464.56;1986-12-31;2010-06-17;2015-10-26;4185.76
N;;45;14;D;HGH;PVE;F;3489.25;1972-04-10;2010-04-16;2002-07-29;2605.49
N;;24;2;S;HGH;PVE;M;177.22;1993-09-16;2015-03-01;2015-04-27;446.17
N;;21;1;S;HGH;PVE;M;313.85;1996-06-24;2015-12-01;2015-10-19;298.13
N;;29;7;S;HGH;STE;F;339.13;1988-11-29;2008-12-08;2010-03-11;619.21
N;;53;12;M;HGH;STE;M;412.16;1964-03-10;1992-06-01;2004-07-28;1289.96
N;;58;5;M;HGH;STE;M;236.25;1959-08-17;1984-08-01;2011-12-13;1612.16
N;;47;11;M;BCR;SFE;M;230.77;2000-01-01;2009-05-13;2006-02-23;731.91
N;;68;5;M;HGH;OTH;M;250.59;1990-01-01;;2012-01-31;1.16
N;;37;14;M;HGH;PVE;F;200.62;2008-03-09;2012-02-27;2003-01-25;4115.61
N;;60;7;W;HGH;RET;F;464.44;1957-06-28;;2009-12-03;5336.94
N;;57;7;M;HGH;RET;M;189.4;1989-05-04;;2010-01-05;3749.3
N;;54;1;M;HGH;PVE;F;166.35;2014-01-01;2015-09-04;2015-10-13;164.25
N;;34;10;M;HGH;PVE;M;463.38;1983-08-21;2009-01-02;2007-02-08;1736.99
N;;43;4;M;HGH;PVE;M;217.96;1974-04-26;2012-06-01;2013-05-27;2183.28
N;;52;1;M;HGH;PVE;F;269.65;2014-06-01;2007-03-12;2015-10-01;0.0
N;;64;2;M;HGH;RET;F;163.37;1973-09-06;;2015-02-04;3535.09
N;;46;11;M;HGH;STE;F;270.08;1986-05-01;2002-01-16;2005-09-20;222.8
N;;37;4;M;BCR;STE;M;221.0;1980-12-01;2013-01-11;2012-09-27;17.48
N;;35;3;S;HGH;PVE;M;266.18;1982-10-15;2012-06-04;2013-07-26;2467.42
N;;61;12;M;HGH;RET;F;194.93;1995-10-23;;2004-10-16;5237.19
N;;56;10;D;BCR;STE;F;481.63;1967-01-01;1989-06-01;2006-10-14;2020.78
N;;40;2;S;HGH;PVE;M;252.02;1996-01-10;2013-03-20;2014-08-27;2932.18
N;;41;6;M;HGH;PVE;F;209.81;2004-08-14;2011-09-01;2010-09-08;657.52
N;;62;3;M;BCR;STE;M;299.39;1988-12-31;1999-07-14;2014-02-13;7703.53
N;;65;1;D;HGH;RET;F;292.31;1952-10-25;2001-01-09;2015-10-23;81.05
N;;26;1;M;HGH;PVE;F;193.0;1999-12-06;;2015-10-14;3445.26
N;;49;13;M;HGH;PVE;M;257.35;1978-10-10;1998-11-01;2004-02-25;445.69
N;;64;5;M;HGH;RET;M;211.62;2008-01-01;1996-10-27;2011-08-10;208.88
N;;51;12;M;HGH;RET;M;296.2;2000-03-01;;2005-05-10;5084.74
N;;38;1;M;PRS;PVE;M;173.08;2014-01-01;2015-07-01;2015-10-13;0.0
N;;43;1;M;SEC;PVE;M;226.81;1974-10-30;2013-03-01;2015-11-03;4850.41
N;;69;8;M;BCR;RET;M;212.94;1980-06-01;;2008-10-07;3290.57
N;;50;4;M;BCR;STE;M;692.31;1974-01-01;1988-01-01;2012-10-17;3390.25
N;;45;11;M;BCR;PVE;M;963.52;2006-04-01;2002-12-01;2005-12-06;1810.87
N;;47;8;M;BCR;STE;F;479.08;1995-10-01;;2008-09-10;2934.69
N;;28;3;S;HGH;STE;M;319.53;1989-03-28;2009-09-02;2014-06-06;3575.96
N;;65;11;M;BCR;RET;F;540.8;1982-02-01;;2005-12-12;1293.44
N;;67;11;M;BCR;RET;M;185.69;1980-12-12;;2005-08-27;469.61
N;;38;1;M;HGH;PVE;F;305.47;2007-05-01;2012-10-01;2015-10-19;38.73
N;;55;11;M;HGH;RET;M;147.74;1962-06-27;;2005-10-06;1290.48
N;;57;2;M;HGH;RET;M;258.13;1992-01-01;;2014-10-16;76.92
N;;49;7;S;HGH;STE;F;347.42;1979-06-01;1993-05-01;2010-01-13;119.07
N;;62;1;W;HGH;RET;F;217.64;2013-10-10;;2015-10-16;3985.08
N;;45;9;M;BCR;STE;M;300.93;2000-05-01;2013-12-01;2008-05-07;1612.16
N;;39;3;M;HGH;PVE;M;307.69;1980-01-01;2011-09-12;2013-10-22;7186.14
N;;47;9;M;HGH;PVE;F;215.38;2010-03-01;2012-08-12;2008-03-12;884.77
N;;67;12;W;HGH;RET;M;274.04;1950-02-14;;2005-06-29;596.2
N;;37;11;S;HGH;PVE;M;238.46;2004-10-01;2006-03-15;2006-04-26;145.37
N;;56;1;M;BCR;RET;M;436.53;1961-05-26;;2015-10-29;8111.74
N;;46;4;M;BCR;PVE;M;1024.77;1971-07-13;2000-05-01;2012-08-31;9590.44
N;;33;1;M;BCR;STE;F;271.57;2003-10-01;2009-06-01;2015-10-29;1184.58
N;;46;1;M;HGH;STE;M;373.63;2001-12-31;1993-03-27;2015-10-22;1260.61
N;;48;4;M;HGH;PVE;M;500.0;1969-03-08;2014-09-01;2013-06-12;1745.05
N;;27;1;S;HGH;PVE;F;262.63;1990-03-21;;2015-10-12;264.76
N;;30;2;M;HGH;STE;M;238.34;1987-08-19;2014-11-03;2015-03-04;1527.89
N;;44;8;M;BCR;PVE;F;209.06;2004-07-01;2013-11-01;2008-12-08;2579.45
N;;34;10;M;HGH;PVE;F;163.85;2005-01-01;2007-05-01;2007-06-13;3413.97
N;;54;1;M;HGH;STE;M;258.13;1990-05-01;1984-01-01;2015-10-30;3815.55
N;;36;6;S;HGH;PVE;M;383.83;2007-09-01;2011-08-04;2010-09-06;1769.23
N;;45;11;M;BCR;STE;F;482.98;2001-11-08;2004-01-26;2005-09-12;2026.49
N;;35;4;M;BCR;STE;F;343.91;2009-08-12;2013-07-01;2013-06-13;0.0
N;;35;11;S;HGH;PVE;M;276.62;1988-01-01;2007-07-15;2006-03-29;1578.49
N;;41;11;M;HGH;STE;M;363.43;1976-09-20;1998-02-10;2006-07-03;0.0
N;;44;1;M;BCR;STE;M;342.1;2004-01-01;2006-12-01;2015-10-21;2760.53
N;;50;4;M;HGH;PVE;M;455.49;2006-02-01;2011-02-21;2012-12-07;2462.05
N;;55;12;D;HGH;PVE;M;453.65;1962-03-20;2013-09-01;2004-10-18;2069.04
N;;22;2;S;HGH;PVE;F;269.23;2015-03-08;2014-11-24;2014-11-25;1810.87
N;;45;4;D;HGH;PVE;M;166.62;1991-01-01;2013-07-16;2012-07-25;2503.03
N;;47;9;S;HGH;PVE;F;274.96;1974-05-23;2012-08-02;2007-12-28;984.76
N;;64;1;M;HGH;PVE;M;307.84;1970-01-01;2007-01-26;2015-10-13;0.0
N;;55;4;M;HGH;PVE;F;176.46;1993-01-01;2012-07-01;2013-04-25;2276.48
N;;73;11;M;BCR;RET;F;284.63;1975-12-31;1998-01-01;2005-12-15;1172.72
N;;57;11;M;BCR;STE;F;293.97;2010-09-01;2003-01-09;2005-07-19;6283.99
N;;71;11;M;HGH;RET;M;317.97;1995-01-01;;2005-10-10;2405.49
N;;50;2;M;BCR;PVE;M;202.92;2010-01-01;2014-02-10;2014-12-11;4839.65
N;;42;11;M;BCR;PVE;M;437.16;1989-01-01;2008-04-03;2005-12-06;868.14
N;;53;2;M;HGH;STE;F;375.25;1987-01-01;1985-08-13;2014-09-10;1737.66
N;;23;1;M;SEC;PVE;M;307.69;2007-03-12;2015-02-01;2015-11-03;170.98
N;;39;10;M;HGH;PVE;F;204.83;2006-01-01;2008-02-01;2006-07-10;337.3
N;;63;1;M;HGH;RET;F;197.69;1975-01-01;2001-01-13;2015-10-27;131.32
N;;34;3;W;BCR;STE;F;274.07;1983-03-19;2013-03-06;2013-07-15;1881.48
N;;78;12;W;BCR;RET;F;640.5;1975-05-31;2004-09-01;2005-03-18;164.29
N;;42;2;D;HGH;PVE;F;248.58;2012-12-31;2010-03-23;2014-08-01;5366.85
N;;66;9;S;BCR;RET;F;300.11;2000-05-01;;2008-06-05;0.0
N;;51;10;M;HGH;PVE;F;303.17;1998-04-01;2006-12-01;2006-09-18;179.9
N;;39;9;M;HGH;PVE;M;194.62;1994-05-01;2007-09-20;2007-07-06;0.0
N;;38;7;M;BCR;PVE;M;422.92;1981-01-01;2014-02-01;2009-09-22;5367.43
N;;24;4;S;HGH;PVE;M;307.69;1993-08-03;2013-03-11;2013-03-08;272.61
N;;68;1;W;BCR;RET;F;282.48;1987-05-01;;2015-11-03;2211.49
N;;53;5;M;HGH;STE;M;251.91;1990-07-01;2011-11-07;2012-01-09;5033.53
N;;45;10;M;BCR;PVE;F;1535.85;2000-05-01;2006-06-01;2006-09-29;2100.35
N;;62;11;W;HGH;RET;F;235.85;1972-01-01;2002-10-01;2005-09-26;0.0
N;;59;1;M;SEC;PVE;F;233.78;1998-01-01;2009-01-01;2015-11-06;4527.17
N;;48;1;M;HGH;STE;F;328.61;2003-07-01;1990-03-01;2015-11-03;305.82
N;;64;4;M;HGH;RET;M;340.32;1983-01-01;;2013-04-09;339.06
N;;66;12;M;HGH;RET;F;223.71;2009-12-16;;2005-06-29;0.0
N;;38;6;M;HGH;PVE;F;196.43;2010-01-01;2010-06-22;2010-08-05;3504.63
N;;51;11;D;BCR;PVE;F;406.08;2004-01-09;1984-11-13;2005-08-12;1590.57
N;;68;5;M;HGH;RET;M;268.93;1974-09-01;1997-05-26;2012-03-08;258.98
N;;68;11;M;BCR;RET;M;346.11;2002-10-24;2006-03-14;2006-06-29;4670.85
N;;42;11;M;HGH;STE;F;255.38;2005-08-25;1999-08-02;2005-08-11;373.45
N;;46;9;S;HGH;PVE;M;1076.05;1971-06-04;2013-07-01;2008-05-12;4196.23
N;;48;6;M;HGH;STE;M;283.78;1969-04-12;1988-09-07;2011-05-09;0.0
N;;36;6;M;MAS;PVE;M;1040.77;2011-05-01;2008-04-01;2010-11-29;2898.71
N;;64;15;M;HGH;RET;F;162.75;2000-02-01;;2002-06-17;3484.46
N;;62;6;W;HGH;RET;F;697.29;1985-05-01;;2010-09-13;284.29
N;;41;3;M;HGH;PVE;M;183.17;1976-07-09;2010-08-01;2013-11-12;207.2
N;;45;4;M;HGH;PVE;F;138.46;1991-07-01;2008-07-01;2012-12-26;589.33
N;;58;10;M;HGH;PVE;F;226.01;1978-01-01;2004-03-08;2007-03-02;4858.97
N;;32;10;M;BCR;PVE;M;354.58;1985-07-16;2007-11-01;2007-06-09;445.59
N;;74;9;M;HGH;RET;M;176.09;1960-01-01;;2007-11-01;687.18
N;;64;1;W;HGH;RET;M;160.38;1953-10-02;;2015-11-06;1687.87
N;;58;11;D;BCR;STE;F;367.5;1995-02-01;1990-01-01;2005-09-01;945.14
N;;71;3;M;HGH;RET;M;179.71;1958-01-01;;2014-01-13;458.12
N;;41;7;S;HGH;STE;M;260.17;1995-01-01;1998-12-28;2010-06-09;33.82
N;;55;9;M;HGH;STE;F;284.38;2000-02-18;;2008-03-03;150.48
N;;65;2;D;HGH;RET;M;173.35;1985-10-01;;2015-06-16;3802.44
N;;39;5;S;BCR;PVE;M;269.23;2013-01-01;2007-06-01;2012-02-17;170.9
N;;32;6;S;HGH;PVE;M;174.62;1992-01-01;2010-09-01;2010-09-13;77.49
N;;55;1;M;BCR;STE;F;588.72;1995-06-01;1990-01-15;2015-10-22;7771.26
N;;56;2;M;BCR;STE;M;537.86;2010-07-28;2013-11-05;2015-05-28;1135.7
N;;71;6;M;BCR;RET;M;254.57;2000-01-31;;2010-07-23;260.87
N;;42;1;M;BCR;PVE;F;253.85;1995-01-01;2009-01-01;2015-11-06;284.74
N;;66;4;M;HGH;RET;M;232.06;2013-05-01;;2013-03-19;4926.13
N;;37;8;M;BCR;STE;F;344.66;2010-01-01;2012-11-12;2009-02-25;2130.14
N;;70;13;W;HGH;RET;F;286.48;1968-05-01;;2004-05-17;3958.57
N;;41;2;M;HGH;PVE;M;192.31;1976-10-20;2015-04-01;2014-07-09;2582.54
N;;69;10;M;HGH;RET;M;183.75;1948-09-18;;2007-05-25;3238.26
N;;40;1;M;HGH;PVE;F;230.77;1977-02-26;2013-01-01;2015-11-04;233.01
N;;42;1;M;HGH;PVE;F;230.77;1995-01-01;2014-06-01;2015-11-04;289.89
N;;66;1;M;HGH;RET;M;163.64;1995-01-01;;2015-11-02;71.81
N;;30;2;S;HGH;PVE;F;176.0;1987-04-10;2013-10-01;2014-11-10;554.01
N;;36;11;M;BCR;STE;F;321.3;2011-07-05;2005-10-24;2006-04-11;312.55
N;;39;9;M;HGH;PVE;M;413.78;2008-12-10;2008-05-12;2008-05-19;3675.05
N;;46;4;M;HGH;PVE;F;202.24;2013-01-01;2012-10-10;2012-09-25;2836.44
N;;71;1;M;HGH;RET;M;545.52;2000-01-01;;2015-11-04;3386.17
N;;65;12;M;BCR;RET;F;258.14;2009-10-01;;2005-06-24;0.0
N;;68;12;W;BCR;RET;F;189.06;1985-08-23;;2005-06-17;1641.8
N;;52;9;W;HGH;STE;F;303.78;2007-01-01;1983-10-28;2007-08-10;184.82
N;;30;4;M;HGH;PVE;M;688.63;1987-12-29;2012-08-01;2012-10-29;6824.99
N;;60;10;M;BCR;RET;M;656.03;2011-04-14;;2006-09-29;5147.85
N;;58;3;M;HGH;PVE;F;384.62;1985-01-01;1979-01-01;2014-06-02;228.58
N;;68;11;M;HGH;RET;F;533.06;1999-06-18;;2005-09-30;4811.4
N;;51;11;S;HGH;STE;M;376.6;1966-11-06;1985-09-15;2005-10-19;694.89
N;;53;3;M;HGH;PVE;M;420.38;2008-02-01;2014-12-01;2013-11-23;3654.3
N;;66;7;M;HGH;RET;M;232.19;1976-01-01;;2010-06-07;4920.75
N;;52;11;S;BCR;PVE;F;231.93;1981-03-01;1991-06-15;2005-10-17;2281.69
N;;53;7;M;BCR;STE;F;267.87;2010-01-01;2011-06-10;2009-10-26;4271.4
N;;31;1;S;HGH;STE;F;332.02;1986-04-17;2014-06-11;2015-11-05;1114.03
N;;51;10;M;BCR;STE;M;409.92;1987-01-01;2005-04-01;2007-06-14;2299.82
N;;68;3;M;BCR;RET;M;160.57;1979-03-01;;2013-09-27;2916.0
N;;66;11;M;HGH;RET;F;353.76;1981-07-01;;2006-07-01;4223.56
N;;57;12;M;HGH;PVE;M;355.83;2008-09-09;2009-08-01;2005-01-04;601.87
N;;71;9;M;HGH;RET;F;273.88;1982-09-01;;2008-01-03;4141.28
N;;65;11;W;HGH;RET;F;246.52;1983-07-15;;2005-10-17;4949.91
N;;67;12;W;HGH;RET;F;248.54;2006-02-18;;2005-01-19;4949.91
N;;27;2;S;BCR;PVE;M;279.63;2005-01-01;2012-12-01;2015-01-27;4230.04
N;;70;3;M;HGH;RET;M;207.23;1948-01-01;;2013-10-15;3054.63
N;;47;6;S;PHD;STE;F;766.99;2014-01-15;2012-10-01;2011-05-18;10062.54
N;;65;2;D;HGH;RET;F;242.73;1979-11-13;2000-02-13;2014-11-26;436.6
N;;56;12;M;HGH;RET;F;373.16;1983-11-14;1994-01-19;2005-04-14;289.97
N;;34;9;S;BCR;PVE;M;999.87;2013-04-01;2007-01-29;2008-01-29;0.0
N;;34;11;S;HGH;PVE;M;509.39;1989-01-01;2006-06-05;2006-07-03;6054.34
N;;65;11;M;HGH;RET;F;244.98;1952-01-01;;2006-05-29;4833.37
N;;54;11;M;BCR;STE;M;355.82;2001-11-08;1987-01-16;2005-09-20;7358.51
N;;69;11;M;HGH;RET;M;253.85;2006-01-01;;2006-03-01;2040.53
N;;44;1;M;HGH;STE;M;607.69;1973-06-15;1997-08-17;2015-11-06;0.0
N;;67;2;M;BCR;RET;F;239.12;1996-01-01;;2014-12-10;1624.45
N;;38;1;D;MAS;STE;F;534.72;1979-02-07;2008-02-01;2015-11-02;4982.84
N;;54;10;M;BCR;STE;F;318.03;1984-12-15;1986-01-27;2006-07-19;506.36
N;;65;11;D;HGH;RET;M;172.62;1985-06-01;;2005-11-04;2587.95
N;;62;4;W;PRS;RET;F;239.62;1993-06-01;;2012-10-08;3653.91
N;;28;2;S;HGH;PVE;M;177.46;1989-04-26;2011-10-01;2014-12-26;445.6
N;;44;3;M;HGH;PVE;F;223.08;2000-04-10;2016-07-01;2014-03-10;0.0
N;;70;4;M;HGH;RET;F;203.93;1967-11-12;;2012-09-03;1214.09
N;;46;1;M;HGH;STE;F;346.15;2008-06-05;2008-09-01;2015-11-04;133.41
N;;62;3;M;HGH;RET;M;178.06;1982-01-01;1998-11-15;2013-08-28;2047.08
N;;63;13;M;HGH;RET;F;239.2;2015-04-01;;2003-10-31;4991.45
N;;57;1;S;HGH;RET;M;153.96;1986-09-01;;2015-11-04;1724.22
N;;53;13;W;HGH;PVE;F;2074.51;1978-04-26;2003-01-01;2004-03-16;12776.88
N;;69;11;M;HGH;RET;F;191.74;1972-05-23;;2005-08-24;0.0
N;;65;12;M;HGH;RET;M;211.71;1999-10-13;;2004-09-01;387.86
N;;55;1;M;BCR;STE;M;230.77;2008-01-01;2002-01-01;2015-11-06;212.29
N;;61;12;M;BCR;STE;F;536.43;1997-05-06;2003-01-01;2005-03-15;2672.53
N;;26;2;S;BCR;PVE;F;307.69;1991-10-12;;2015-04-01;240.8
N;;71;5;M;BCR;RET;M;244.44;1976-05-01;;2012-06-13;0.0
N;;70;4;M;HGH;RET;M;175.92;2002-07-24;;2012-12-01;3598.06
N;;69;3;W;HGH;RET;F;781.4;1958-07-01;;2013-09-05;1145.31
N;;70;8;D;HGH;RET;M;1397.97;2002-01-01;;2009-06-03;2956.96
N;;66;9;M;HGH;RET;F;211.41;2007-04-04;;2008-07-02;4190.17
N;;62;11;D;HGH;RET;F;317.8;1995-03-31;;2005-07-07;3330.56
N;;55;11;M;HGH;STE;F;392.29;2015-03-31;1986-04-11;2005-10-12;369.16
N;;51;5;M;HGH;STE;F;176.92;2007-10-08;1995-09-01;2012-06-01;3195.64
N;;56;2;M;HGH;STE;M;763.54;1961-11-05;1989-01-01;2015-06-19;269.21
N;;27;1;S;PRS;PVE;M;461.54;2015-01-01;2015-03-01;2015-11-04;367.39
N;;49;10;S;HGH;STE;M;262.72;1980-01-01;1998-10-06;2007-01-16;2959.6
N;;69;5;W;BCR;RET;M;217.45;1962-01-01;;2011-08-09;394.07
N;;47;10;M;BCR;PVE;F;372.25;1990-01-25;1991-12-20;2006-10-23;7745.9
N;;35;7;M;HGH;STE;M;215.58;2014-12-01;2007-12-24;2009-09-11;3515.78
N;;45;1;M;HGH;STE;F;170.32;2003-06-01;2000-02-02;2015-11-04;3763.93
N;;60;1;M;HGH;RET;F;323.24;1981-01-05;;2015-11-04;5691.17
N;;72;2;M;HGH;RET;M;159.87;;;2014-11-07;2111.78
N;;39;12;M;HGH;STE;F;270.14;2010-01-01;2012-06-25;2004-07-07;478.22
N;;41;14;M;BCR;STE;M;1083.47;2014-11-16;2011-01-25;2003-06-16;12019.3
N;;61;5;W;HGH;RET;F;171.57;1980-01-01;;2012-02-03;367.04
N;;64;11;M;HGH;RET;M;201.37;2010-08-01;;2006-03-31;3645.0
N;;68;10;M;HGH;RET;M;167.43;1950-10-01;;2006-09-25;1786.05
N;;46;1;M;HGH;PVE;M;411.35;1971-02-25;1994-03-28;2015-07-08;2422.66
N;;48;11;D;HGH;STE;F;302.35;1969-08-14;1989-04-10;2005-10-14;1303.34
N;;46;12;M;BCR;STE;F;593.8;2011-03-04;2007-07-09;2005-06-24;5093.64
N;;39;10;S;HGH;PVE;M;191.2;1978-07-02;2008-02-01;2007-06-22;128.85
N;;54;14;M;HGH;STE;M;421.8;2007-01-01;1985-09-24;2002-07-09;404.05
N;;71;9;M;HGH;RET;M;228.03;2004-12-03;;2008-06-25;1374.57
N;;58;1;W;BCR;STE;M;338.46;1959-04-11;2001-12-30;2015-11-06;96.93
N;;43;1;M;HGH;PVE;F;172.56;2002-02-01;2013-08-12;2015-11-04;172.77
N;;63;11;M;HGH;RET;F;207.6;2000-01-01;;2005-09-02;212.13
N;;58;5;M;HGH;STE;M;275.59;1982-09-01;1991-01-01;2011-11-15;4072.49
N;;56;13;M;HGH;STE;F;246.15;2005-01-01;1989-04-12;2004-02-09;2913.05
N;;38;13;S;BCR;PVE;M;1643.35;1979-01-04;2012-10-01;2003-08-21;1187.6
N;;51;13;M;HGH;PVE;F;216.27;2002-08-16;2014-01-27;2003-12-03;2064.32
N;;49;10;M;HGH;STE;M;349.87;2002-06-21;2012-01-13;2006-08-14;5366.14
N;;64;4;M;HGH;RET;M;340.32;1983-01-01;;2013-04-09;6031.88
N;;55;5;M;HGH;STE;F;353.85;1990-01-01;2005-09-12;2012-06-06;2090.33
N;;53;9;M;PRS;STE;F;177.28;2003-04-02;1987-03-30;2008-06-10;2698.16
N;;49;1;M;HGH;PVE;F;227.08;1968-07-20;2016-02-01;2015-11-03;79.7
N;;51;2;M;HGH;STE;F;217.61;1989-08-10;1986-05-12;2014-09-04;3097.23
N;;69;9;M;BCR;RET;F;217.93;1995-01-01;;2007-11-08;82.7
N;;27;3;S;HGH;PVE;M;188.25;2003-09-01;;2014-04-24;1985.34
N;;30;1;S;HGH;PVE;M;461.54;1987-01-23;2005-05-10;2015-11-04;243.62
N;;60;12;W;BCR;RET;F;227.01;1979-12-26;;2005-01-19;673.76
N;;22;1;S;HGH;PVE;M;184.62;1995-04-20;2015-10-20;2015-11-03;1.92
N;;39;11;M;HGH;STE;M;290.01;1978-09-08;2012-06-10;2006-07-05;2678.3
N;;63;11;M;SEC;RET;F;153.34;1984-04-01;;2005-07-18;967.49
N;;54;14;M;HGH;PVE;M;609.06;1967-06-20;1988-01-06;2003-05-10;6247.02
N;;40;3;M;HGH;PVE;F;241.74;2004-01-01;2014-09-15;2014-03-17;1902.25
N;;61;11;M;HGH;RET;F;307.69;1990-01-01;1975-12-31;2005-09-16;310.88
N;;54;10;M;HGH;PVE;F;357.34;1985-11-02;1982-11-15;2007-06-14;8279.33
N;;55;12;M;BCR;PVE;M;988.99;1962-12-08;2007-07-01;2005-06-07;11734.42
N;;53;13;M;HGH;PVE;M;291.82;1980-04-01;;2004-03-25;2895.38
N;;46;10;M;HGH;STE;M;437.35;1987-03-01;1991-10-28;2007-02-09;2844.05
N;;66;15;D;HGH;RET;M;361.58;1999-11-01;;2002-01-22;1093.5
N;;62;1;S;BCR;RET;F;307.69;1980-01-01;2001-01-30;2015-11-13;269.26
N;;58;9;M;BCR;STE;F;306.42;1992-04-20;1989-10-03;2007-12-25;4297.66
N;;59;11;M;HGH;RET;F;212.86;1981-11-17;;2005-10-27;928.45
N;;68;11;M;HGH;RET;F;208.6;2006-03-07;;2005-08-16;1458.0
N;;33;9;M;BCR;PVE;F;307.69;1984-03-06;2007-11-01;2007-11-07;358.19
N;;26;1;S;HGH;PVE;F;246.15;1991-07-05;2010-01-01;2015-11-10;185.24
N;;43;12;D;BCR;STE;F;345.13;2007-07-04;2003-11-03;2005-03-04;37.04
N;;30;2;S;HGH;PVE;M;192.45;1996-08-01;2011-05-01;2015-06-03;3373.0
N;;70;10;W;HGH;RET;F;315.17;1984-06-10;;2007-03-17;879.54
N;;63;8;W;HGH;RET;M;150.29;2009-01-01;;2008-12-15;1030.92
N;;68;1;M;HGH;RET;M;170.72;1973-03-01;;2015-11-09;3685.81
N;;54;9;M;BCR;STE;F;352.9;1985-06-30;2006-11-20;2007-10-22;6331.22
N;;39;11;M;HGH;PVE;M;307.69;2013-05-01;2016-02-24;2006-02-20;2761.1
N;;33;10;S;HGH;PVE;F;372.8;1999-03-01;2007-05-01;2006-10-10;736.51
N;;38;5;S;HGH;STE;M;259.12;1979-10-01;2011-08-01;2012-05-22;5856.01
N;;48;3;M;PRS;PVE;F;188.74;1995-06-01;2006-06-16;2013-12-18;3549.96
N;;36;1;S;BCR;PVE;M;171.26;2014-01-01;2014-10-01;2015-07-16;348.56
N;;71;6;M;HGH;RET;M;313.06;1946-06-30;;2010-12-02;2786.91
N;;42;11;M;BCR;STE;F;364.17;2007-05-11;2003-09-01;2006-05-17;4029.32
N;;44;13;M;BCR;PVE;M;1013.68;2007-08-28;2006-01-01;2003-09-15;269.62
N;;63;4;M;BCR;RET;F;346.15;2000-04-15;1998-01-30;2012-11-12;207.14
N;;67;11;M;HGH;RET;M;190.36;1974-05-15;;2006-06-13;3061.8
N;;65;9;M;BCR;RET;M;400.15;1978-01-01;;2008-02-19;0.0
N;;73;11;M;HGH;RET;M;203.98;1973-01-01;;2006-06-20;703.63
N;;70;11;M;BCR;RET;M;320.31;1990-01-01;;2005-11-15;2085.67
N;;44;2;M;BCR;PVE;F;197.04;1973-06-16;2015-05-11;2014-08-29;5144.98
N;;57;1;M;HGH;STE;F;246.15;1961-03-01;1985-04-01;2015-11-16;368.64
N;;56;6;M;HGH;PVE;M;236.53;1972-01-01;;2010-10-01;118.37
N;;37;1;M;HGH;PVE;M;576.92;2006-01-01;2011-03-01;2015-11-14;179.49
N;;65;11;M;BCR;STE;M;320.33;1978-12-31;1981-09-01;2005-10-04;460.2
N;;42;11;M;HGH;STE;F;221.78;1999-03-24;2006-06-01;2005-07-28;5422.06
N;;45;12;M;HGH;PVE;M;416.35;2009-07-10;1991-02-22;2005-03-16;3113.15
N;;33;5;M;HGH;PVE;M;367.4;1984-03-31;2010-07-26;2011-08-23;1503.67
N;;69;2;M;HGH;RET;M;216.19;2000-01-01;;2014-11-25;2940.47
N;;61;13;M;BCR;STE;M;417.82;1956-09-03;2002-06-14;2003-07-23;134.79
N;;54;13;S;HGH;PVE;M;285.14;1963-03-26;2001-07-06;2003-10-29;75.0
N;;49;3;M;HGH;STE;M;292.8;1968-05-03;2002-09-16;2014-07-03;5619.22
N;;37;3;M;BCR;STE;F;925.64;2005-09-01;2006-04-01;2014-04-02;0.0
N;;71;7;W;HGH;RET;F;239.96;2003-12-01;;2010-04-06;3883.15
N;;58;11;M;BCR;STE;F;1241.32;1995-09-01;2015-05-20;2005-09-27;6841.98
N;;52;11;M;BCR;STE;F;353.27;1965-09-14;1991-09-01;2005-10-07;3640.02
N;;54;10;D;HGH;SFE;F;538.46;2015-02-01;2004-11-09;2007-04-21;310.73
N;;69;6;M;HGH;RET;M;225.17;1958-02-06;;2010-10-07;699.67
N;;67;9;W;HGH;RET;F;162.54;2002-03-11;;2007-08-20;3280.5
N;;35;5;M;HGH;PVE;M;181.35;1997-04-10;2012-03-02;2012-03-05;2711.03
N;;55;1;M;HGH;STE;F;397.8;1995-01-01;1988-09-01;2015-11-12;1745.05
N;;68;12;D;BCR;RET;F;300.48;1956-01-01;;2005-06-24;1462.48
N;;60;1;M;HGH;PVE;F;176.92;1989-03-01;2014-09-01;2015-11-09;3872.36
N;;47;11;M;HGH;RET;F;271.73;1990-01-01;;2005-09-22;2055.72
N;;63;2;M;HGH;RET;F;198.25;1992-05-01;;2015-02-10;68.24
