MORTGAGE;MORTGAGE_TAKING_AGE;AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
N;;59;11;M;HGH;PVE;M;560.66;1958-05-30;1979-05-01;2006-02-20;0.0
N;;56;11;M;HGH;RET;F;153.85;1980-02-01;;2006-02-21;0.0
N;;51;11;M;HGH;STE;M;439.21;1988-01-01;1988-07-15;2006-02-21;430.45
N;;41;11;M;BCR;PVE;F;1453.45;2010-10-01;2011-04-18;2005-09-30;770.5
N;;47;11;S;HGH;PVE;M;337.31;1970-09-22;1994-11-01;2006-02-22;0.0
N;;52;11;M;BCR;PVE;F;293.43;2000-06-26;1996-04-02;2005-08-10;0.0
N;;67;15;M;BCR;STE;M;1450.55;2006-04-01;2005-08-01;2002-04-05;0.0
N;;37;11;M;BCR;PVE;F;249.17;2011-02-20;2007-05-02;2006-02-27;118.25
N;;39;11;M;HGH;PVE;F;187.71;1993-01-01;2013-10-31;2006-02-27;35.57
N;;55;11;M;HGH;STE;F;309.78;2002-05-13;1986-11-10;2006-02-27;236.18
N;;36;11;S;HGH;PVE;M;386.15;1996-06-07;2003-10-01;2006-02-27;0.0
N;;65;11;M;BCR;OTH;F;253.23;1980-02-02;;2006-02-28;47.22
N;;53;11;M;HGH;STE;M;224.63;2006-03-01;1995-04-01;2006-02-28;81.07
N;;45;11;M;BCR;STE;F;474.66;2008-03-01;2008-04-01;2006-03-01;450.11
N;;68;13;M;BCR;RET;F;311.21;1982-01-01;;2004-05-08;0.0
N;;41;12;S;BCR;STE;F;358.72;2001-03-14;2001-11-01;2005-06-23;113.55
N;;55;11;W;PRS;RET;F;171.04;1980-01-01;;2006-03-02;0.0
N;;58;11;M;PRS;STE;F;320.28;1987-09-01;2006-02-24;2006-03-03;0.0
N;;39;11;M;BCR;PVE;F;1356.02;2008-01-01;2005-06-20;2006-03-03;0.0
N;;41;11;M;BCR;PVE;F;655.0;2000-10-05;2007-04-01;2006-03-06;0.0
N;;64;11;M;HGH;RET;F;199.86;1975-05-03;;2006-03-06;200.04
N;;59;11;M;HGH;STE;M;261.54;1958-11-26;2005-07-01;2006-03-06;201.34
N;;42;11;M;HGH;STE;F;272.42;1999-05-01;1994-11-07;2006-03-07;277.7
N;;28;11;S;BCR;STE;M;242.0;1989-01-24;2012-09-01;2006-03-07;76.31
N;;64;11;M;HGH;RET;M;215.38;2000-01-01;;2006-03-08;94.05
N;;57;13;M;HGH;STE;M;324.64;1960-07-05;1982-05-05;2003-07-09;0.0
N;;66;11;M;BCR;RET;M;271.03;1969-05-19;;2006-03-10;0.0
N;;49;11;M;BCR;STE;F;245.83;2003-01-01;1998-07-13;2006-03-10;144.15
N;;39;11;D;HGH;PVE;M;568.48;1978-11-12;2016-04-21;2006-03-10;139.05
N;;44;11;S;HGH;PVE;F;378.28;2004-01-01;2003-09-15;2006-03-10;181.54
N;;34;11;M;HGH;PVE;F;521.26;1983-10-12;2006-12-18;2006-03-13;0.0
N;;37;11;M;HGH;PVE;F;681.72;2016-02-01;2011-07-01;2006-03-14;350.44
N;;43;11;M;HGH;PVE;M;614.45;2005-09-25;2006-02-20;2006-03-14;556.15
N;;41;11;M;BCR;PVE;F;572.68;1995-08-01;2006-03-13;2006-03-14;437.91
N;;39;11;M;BCR;PVE;M;1067.24;1978-07-15;2006-03-13;2006-03-14;0.0
N;;60;11;M;HGH;RET;F;208.04;1977-12-20;;2005-10-12;210.97
N;;43;12;M;HGH;STE;F;293.73;1994-10-10;1996-02-05;2005-05-21;118.77
N;;38;12;M;HGH;STE;F;319.67;2002-09-23;1999-12-27;2004-11-20;266.01
N;;40;11;M;HGH;PVE;M;400.54;1977-04-18;2005-05-23;2006-03-16;235.43
N;;54;11;M;HGH;RET;M;163.62;1999-08-01;;2006-03-16;132.8
N;;36;11;M;BCR;PVE;F;525.15;2003-12-08;2012-01-01;2006-03-16;138.95
N;;45;14;M;HGH;PVE;M;889.64;2004-02-17;2010-01-01;2002-12-19;252.87
N;;36;11;M;HGH;PVE;M;876.97;2008-03-10;2010-01-01;2006-03-16;73.86
N;;47;11;S;BCR;STE;F;539.16;2000-01-01;1996-05-14;2006-03-15;46.88
N;;43;11;M;HGH;PVE;F;344.86;2006-09-13;2006-03-08;2006-03-16;1.47
N;;54;15;S;MAS;RET;M;799.74;2006-07-19;;2002-02-26;287.2
N;;42;11;M;HGH;PVE;M;475.74;1975-04-18;2016-07-01;2006-03-17;298.33
N;;33;11;M;HGH;PVE;F;325.0;2008-01-01;2015-07-01;2006-03-17;287.47
N;;37;11;S;BCR;STE;M;365.42;2013-01-03;2007-03-15;2006-03-17;282.4
N;;41;11;M;PRS;PVE;M;270.46;1976-04-21;2000-02-15;2006-03-17;136.84
N;;33;11;S;HGH;PVE;M;176.28;1984-08-05;2011-10-27;2006-03-17;80.84
N;;37;11;M;HGH;PVE;F;207.72;1995-08-11;2003-09-15;2006-03-20;179.69
N;;61;11;M;HGH;RET;F;143.26;1976-08-01;;2006-03-21;0.0
N;;73;11;W;HGH;RET;F;331.17;1986-01-20;2003-01-01;2006-03-21;144.88
N;;58;11;M;HGH;STE;F;279.86;1980-11-29;1986-11-10;2006-03-21;250.89
N;;50;11;M;HGH;STE;M;499.77;1967-04-27;1991-03-26;2006-03-22;110.07
N;;49;11;M;HGH;STE;F;323.02;2001-10-31;1995-12-05;2006-03-22;0.0
N;;55;11;M;HGH;RET;M;240.74;1993-05-01;;2006-03-22;242.01
N;;43;11;M;HGH;STE;F;174.64;2001-09-09;2004-02-21;2006-03-22;0.0
N;;42;11;M;BCR;PVE;F;480.53;2008-09-01;2006-03-20;2006-03-22;69.7
N;;33;11;S;HGH;PVE;M;192.62;2006-01-13;2008-11-01;2006-03-22;191.5
N;;63;11;M;BCR;STE;F;426.84;1992-06-15;1981-09-01;2006-03-23;0.0
N;;37;12;M;BCR;STE;F;362.95;1989-01-01;2007-10-01;2005-05-26;20.32
N;;51;11;D;BCR;STE;F;343.58;1991-12-31;1989-10-19;2006-03-27;74.04
N;;51;11;M;HGH;STE;M;324.89;1966-11-14;1989-12-31;2006-03-28;361.67
N;;35;11;M;BCR;STE;F;297.65;2010-07-15;2006-03-13;2006-03-28;0.0
N;;67;11;M;HGH;RET;F;249.95;1983-01-15;;2006-03-28;244.31
N;;58;11;M;HGH;STE;F;265.68;2001-03-20;2001-06-04;2006-03-28;44.52
N;;41;11;M;BCR;STE;F;342.81;2006-08-11;2005-10-15;2006-03-28;63.27
N;;60;11;M;BCR;PVE;F;307.86;2012-09-01;2008-10-01;2006-03-28;79.17
N;;45;11;S;BCR;SFE;F;7369.72;2011-03-15;2001-05-07;2006-03-28;0.0
N;;35;11;S;HGH;PVE;M;276.62;1988-01-01;2007-07-15;2006-03-29;216.33
N;;77;11;W;HGH;RET;M;116.9;1940-09-11;;2006-03-29;76.8
N;;39;12;M;BCR;PVE;M;530.8;2007-03-01;2011-05-01;2005-04-11;462.24
N;;41;11;M;BCR;STE;F;364.76;2006-01-31;2002-09-01;2006-04-03;11.34
N;;55;11;M;HGH;STE;M;260.32;1984-05-16;1999-05-22;2006-04-03;0.0
N;;37;11;M;BCR;STE;F;310.32;2007-01-01;2014-11-20;2006-04-04;110.44
N;;39;11;S;HGH;PVE;M;285.02;1991-01-01;2013-11-01;2006-04-04;150.9
N;;31;11;S;HGH;PVE;F;230.77;1986-11-06;2014-09-01;2006-04-05;0.0
N;;51;11;M;HGH;PVE;M;670.27;2003-12-25;1988-04-01;2006-04-05;576.5
N;;62;11;S;HGH;RET;F;226.3;1991-09-01;;2006-03-28;216.14
N;;57;11;M;HGH;PVE;F;215.32;1985-03-29;2006-03-16;2006-04-06;6.0
N;;42;11;M;HGH;PVE;M;176.92;1999-09-02;2014-07-01;2006-04-07;162.24
N;;44;11;D;BCR;STE;F;360.9;1998-06-01;2002-09-02;2005-09-23;366.25
N;;37;11;M;HGH;PVE;M;361.28;2008-05-08;1998-09-01;2006-04-08;123.38
N;;69;11;M;BCR;RET;M;229.84;1957-01-01;;2006-04-08;176.36
N;;42;11;M;HGH;PVE;F;448.43;2001-03-30;2003-05-05;2006-04-11;0.0
N;;38;11;M;HGH;PVE;M;522.99;1979-06-25;2008-05-20;2006-04-11;454.42
N;;64;11;M;SEC;RET;F;607.2;1982-01-08;;2006-04-12;108.53
N;;32;11;S;HGH;PVE;M;302.26;1985-06-24;2010-08-16;2006-04-12;291.63
N;;53;11;M;BCR;STE;M;343.91;1998-10-01;2001-10-15;2006-04-12;303.4
N;;38;11;M;HGH;PVE;M;275.92;1979-10-28;2012-12-01;2006-04-12;275.86
N;;67;11;M;PRS;RET;M;239.87;1985-09-12;;2006-04-12;0.0
N;;44;11;M;HGH;PVE;M;192.15;2001-01-01;2003-04-01;2006-04-12;173.91
N;;57;11;M;SEC;PVE;M;211.45;1980-06-01;2011-04-07;2006-04-14;206.53
N;;61;11;M;SEC;RET;F;178.0;1975-09-20;;2006-04-14;93.81
N;;37;11;M;HGH;PVE;M;414.59;1980-02-20;2010-01-01;2006-04-14;147.71
N;;56;11;M;HGH;PVE;F;506.39;1991-01-01;2006-05-01;2005-09-26;394.37
N;;54;11;M;BCR;STE;M;369.71;2000-07-01;2006-03-27;2006-04-17;2.22
N;;66;11;M;HGH;STE;F;325.53;2001-02-07;1986-02-01;2005-07-07;0.71
N;;41;11;D;HGH;PVE;M;351.42;;2006-04-03;2006-04-19;0.0
N;;41;11;M;HGH;PVE;M;514.5;2005-01-01;2010-01-01;2006-04-19;0.0
N;;37;11;M;HGH;PVE;M;189.77;2006-06-27;2014-09-28;2006-04-19;196.65
N;;52;11;M;HGH;PVE;M;584.8;1970-01-01;2005-12-20;2006-04-19;367.62
N;;62;11;M;HGH;PVE;M;549.96;1978-01-01;2005-12-20;2006-04-19;0.0
N;;65;11;M;HGH;PVE;M;602.09;1985-09-15;2006-04-01;2006-04-19;43.7
N;;38;11;S;BCR;STE;F;691.69;2009-06-01;2007-05-28;2005-08-08;54.16
N;;43;11;S;SEC;PVE;M;279.79;2011-09-01;2006-04-01;2006-04-25;281.98
N;;66;11;M;HGH;RET;F;243.12;1976-11-29;;2006-04-25;249.48
N;;70;11;M;HGH;RET;F;324.5;1977-12-01;;2006-04-25;113.57
N;;40;11;S;BCR;STE;M;460.1;2006-02-27;2006-04-12;2006-04-25;53.11
N;;66;11;W;HGH;RET;F;178.45;1975-11-25;;2006-04-26;174.87
N;;35;11;M;HGH;PVE;M;298.46;1982-08-07;2006-03-01;2006-04-28;242.46
N;;58;11;D;HGH;STE;F;172.95;1982-01-29;1998-10-01;2006-04-28;144.44
N;;42;14;M;BCR;STE;M;414.8;2012-12-01;2006-04-12;2002-10-01;403.45
N;;38;11;M;PRS;PVE;F;194.32;2004-01-09;2015-02-18;2006-05-03;185.11
N;;53;11;M;HGH;STE;M;461.54;2002-01-01;1994-12-15;2006-05-03;12.17
N;;42;11;M;HGH;PVE;M;415.38;1989-10-04;2009-01-02;2006-05-03;0.0
N;;42;11;M;PRS;PVE;M;656.94;2006-06-01;2009-01-01;2006-05-03;0.0
N;;69;11;M;HGH;RET;M;138.77;2006-02-21;;2006-05-03;143.69
N;;46;11;M;HGH;PVE;M;168.32;1997-06-01;2015-10-01;2006-04-07;81.0
N;;38;11;M;BCR;STE;F;324.52;2008-09-28;2006-04-10;2006-05-04;98.33
N;;38;12;M;BCR;STE;F;351.81;2001-01-01;2009-01-01;2005-04-25;0.0
N;;41;11;M;BCR;PVE;M;219.64;2013-11-25;2012-10-15;2006-05-05;0.0
N;;47;11;M;HGH;PVE;M;175.5;1990-06-01;2005-05-04;2006-05-05;132.4
N;;67;11;M;HGH;RET;F;163.23;1967-07-07;;2006-05-05;0.0
N;;55;11;S;HGH;PVE;F;198.75;2000-12-13;2006-09-01;2006-05-06;197.78
N;;39;11;M;BCR;STE;F;341.89;2010-06-08;2005-09-01;2006-03-30;262.96
N;;62;11;S;BCR;STE;F;384.62;1990-05-01;2013-04-01;2006-05-08;95.68
N;;40;11;M;HGH;STE;F;307.0;2005-12-27;2008-10-20;2006-05-09;228.63
N;;41;11;S;HGH;PVE;M;496.06;2009-04-24;2000-09-01;2006-05-09;507.98
N;;52;11;M;HGH;STE;M;174.42;1991-05-01;2004-09-01;2005-12-30;0.0
N;;45;11;M;HGH;PVE;F;255.02;1995-07-01;2014-07-14;2006-05-10;128.18
N;;47;12;S;BCR;STE;F;369.71;1970-12-01;1998-09-01;2005-05-31;115.38
N;;65;11;S;HGH;RET;F;228.23;1999-10-01;;2006-05-12;233.64
N;;42;12;M;BCR;STE;F;342.86;1981-02-08;2001-09-03;2004-08-19;18.09
N;;39;11;M;BCR;STE;F;0.0;1978-09-01;2006-08-01;2006-05-15;75.56
N;;47;11;M;BCR;STE;F;368.69;1995-11-10;1994-09-01;2006-05-16;119.58
N;;65;11;M;HGH;RET;F;187.88;1974-03-16;;2006-05-16;37.66
N;;69;11;M;HGH;RET;M;209.88;1988-04-01;;2006-05-17;9.91
N;;65;11;M;HGH;RET;F;275.4;1998-11-01;;2006-05-17;76.92
N;;60;11;M;HGH;RET;M;264.31;1970-12-31;;2006-05-17;0.0
N;;35;11;M;HGH;STE;F;284.98;1982-11-21;2002-11-01;2006-05-17;16.45
N;;42;12;S;BCR;STE;M;561.79;2007-05-17;1994-06-16;2004-12-30;576.73
N;;65;11;D;HGH;RET;F;203.42;1995-08-30;;2006-05-18;12.89
N;;47;11;M;BCR;STE;M;473.69;2002-02-21;2000-05-03;2006-05-16;0.0
N;;38;11;S;BCR;PVE;F;534.98;1979-06-06;2007-05-14;2006-05-18;367.36
N;;39;11;S;HGH;STE;F;178.83;1996-03-01;2013-11-16;2005-11-26;0.0
N;;46;11;M;HGH;STE;F;651.08;1999-11-13;2014-05-05;2006-05-19;0.0
N;;31;11;M;HGH;PVE;F;201.88;2011-06-01;2008-03-01;2006-05-19;128.43
N;;33;11;M;HGH;PVE;M;385.38;2008-01-01;2010-01-01;2006-05-19;201.36
N;;33;12;S;HGH;PVE;M;205.55;2012-01-01;2008-03-05;2004-11-09;162.23
N;;70;11;M;HGH;RET;M;292.08;1990-08-05;2004-01-01;2006-05-22;73.01
N;;44;11;M;HGH;STE;F;551.88;1997-09-10;2002-01-14;2006-05-22;0.0
N;;41;11;S;BCR;PVE;F;649.73;1976-07-23;2006-05-08;2006-05-22;0.0
N;;44;11;S;BCR;PVE;M;1312.32;2013-08-01;2011-02-01;2006-05-22;991.19
N;;47;11;M;HGH;PVE;M;273.67;2002-05-01;2012-01-01;2006-05-23;185.3
N;;30;11;M;HGH;PVE;M;327.8;1987-12-15;2006-10-01;2006-05-23;0.0
N;;48;11;M;HGH;STE;M;208.27;2001-01-01;2003-08-18;2006-05-24;0.0
N;;62;11;M;BCR;SFE;M;207.23;1999-01-01;2001-11-27;2006-05-24;91.69
N;;36;12;S;HGH;PVE;F;647.96;1981-11-02;2006-04-01;2004-11-26;0.0
N;;51;11;M;HGH;STE;F;402.75;1989-05-10;1986-07-26;2006-05-24;0.0
N;;36;11;M;HGH;PVE;F;244.95;;2013-04-01;2006-05-26;75.46
N;;41;11;S;HGH;STE;M;408.23;2001-08-04;2003-04-16;2006-05-26;0.0
N;;49;11;D;HGH;PVE;M;400.25;1968-06-07;2013-03-01;2006-05-29;26.99
N;;68;11;M;HGH;RET;M;189.21;1949-04-15;;2005-10-17;188.75
N;;47;11;M;HGH;PVE;M;366.69;2006-09-15;1994-10-07;2006-05-30;236.56
N;;65;11;S;BCR;RET;F;235.76;2006-12-20;;2006-05-30;0.0
N;;68;13;D;BCR;RET;M;443.04;2000-01-01;;2003-12-03;0.0
N;;53;11;M;HGH;PVE;M;346.15;2006-01-01;2004-09-01;2006-05-30;266.15
N;;52;11;M;HGH;STE;M;604.34;1988-05-13;1988-04-13;2006-05-31;348.84
N;;52;11;M;HGH;STE;M;326.55;1982-09-15;1999-09-28;2006-05-31;91.0
N;;57;11;M;BCR;STE;M;739.51;1988-12-18;2011-03-12;2006-05-31;674.3
N;;38;11;M;BCR;STE;F;620.43;1991-06-28;2008-03-25;2006-05-31;0.0
N;;37;11;M;BCR;PVE;F;619.91;2007-01-01;2006-06-01;2005-12-05;181.13
N;;40;12;S;BCR;PVE;F;603.54;2006-05-01;2006-06-01;2004-11-10;255.13
N;;69;11;W;HGH;RET;F;289.59;2002-03-11;2002-10-01;2006-06-06;28.7
N;;58;11;M;HGH;RET;M;449.04;1998-10-10;;2006-06-07;461.73
N;;38;11;M;BCR;STE;F;387.97;2010-01-01;2011-10-01;2006-03-06;230.43
N;;46;11;M;SEC;STE;M;536.34;1979-09-01;1994-07-25;2006-06-07;0.0
N;;35;11;S;HGH;PVE;M;235.55;1982-05-09;2008-09-10;2006-06-07;0.0
N;;62;12;M;HGH;PVE;M;384.62;1961-01-01;2003-04-01;2005-04-14;346.47
N;;63;11;M;HGH;RET;F;243.91;2004-01-01;;2006-06-03;76.92
N;;43;11;S;HGH;PVE;M;221.52;1985-07-01;2008-03-01;2006-06-09;229.35
N;;38;11;D;BCR;PVE;F;468.5;2013-06-01;2006-06-01;2006-04-03;378.04
N;;74;11;M;HGH;RET;M;176.09;1965-12-31;;2006-06-09;0.0
N;;38;11;M;HGH;PVE;M;307.69;1979-10-01;2008-04-01;2006-06-09;0.0
N;;65;15;M;BCR;RET;F;467.41;1967-01-01;;2001-12-19;6.3
N;;37;11;M;HGH;STE;F;309.8;2008-01-01;2005-09-05;2006-06-12;52.45
N;;48;11;M;HGH;STE;F;280.95;2002-12-10;1993-11-15;2006-06-12;286.51
N;;61;11;M;HGH;OTH;M;286.22;1986-07-26;;2006-06-12;98.47
N;;61;11;M;HGH;PVE;M;285.86;1989-01-10;2006-04-01;2006-06-12;253.22
N;;61;11;M;HGH;OTH;M;289.56;1991-07-01;;2006-06-13;0.0
N;;55;11;M;BCR;PVE;M;349.57;1983-01-01;2006-05-24;2006-06-13;292.51
N;;37;11;M;BCR;PVE;M;1459.14;2013-09-01;2006-05-01;2005-10-07;0.0
N;;64;11;M;PRS;STE;M;286.22;1982-01-01;2013-08-21;2006-06-13;90.34
N;;58;11;M;BCR;STE;F;382.61;1984-09-08;1993-06-14;2006-06-14;459.61
N;;42;11;M;HGH;STE;F;225.5;1975-08-12;2006-06-05;2005-08-26;62.44
N;;64;11;M;HGH;RET;M;377.87;1985-12-31;2001-07-01;2006-06-15;0.0
N;;50;11;M;PRS;STE;M;232.65;1972-05-01;2015-09-10;2006-06-15;162.03
N;;65;11;M;HGH;OTH;M;289.8;1952-02-22;;2006-06-15;189.51
N;;51;11;M;HGH;PVE;M;486.71;1999-02-03;1986-03-18;2006-06-16;3.72
N;;63;11;M;HGH;RET;M;203.18;2001-08-09;;2006-06-07;0.0
N;;55;12;M;HGH;PVE;M;349.38;2001-05-01;2015-03-01;2004-08-05;286.8
N;;40;11;S;HGH;PVE;F;185.38;1977-08-30;2006-07-01;2006-06-16;188.62
N;;62;11;M;HGH;RET;F;291.81;2000-02-25;;2006-06-16;75.2
N;;51;11;M;HGH;STE;M;256.49;1999-01-01;1999-04-14;2006-06-19;0.0
N;;57;12;M;HGH;RET;F;158.37;;;2005-03-26;19.35
N;;62;11;M;BCR;STE;M;476.73;1998-08-10;2004-01-15;2006-06-02;408.91
N;;41;11;S;BCR;PVE;F;709.74;2011-05-01;2006-06-19;2006-06-20;139.99
N;;63;11;M;HGH;PVE;M;210.25;1987-01-01;2003-12-01;2006-06-20;0.0
N;;49;11;M;BCR;PVE;F;541.01;2000-02-09;2006-06-19;2006-06-20;271.27
N;;52;11;M;BCR;PVE;F;833.38;1991-09-01;2006-06-19;2006-06-20;219.98
N;;38;11;M;HGH;PVE;M;468.89;2002-08-28;2003-07-01;2006-06-21;7.38
N;;64;11;M;SEC;RET;F;218.11;2003-07-07;;2006-06-21;50.88
N;;57;11;M;HGH;PVE;M;207.7;1960-06-14;1986-11-15;2006-06-21;321.41
N;;45;11;M;HGH;PVE;F;446.88;2005-10-03;2007-06-23;2006-06-22;395.05
N;;66;11;M;HGH;RET;M;312.64;2002-09-23;;2006-06-22;272.02
N;;38;11;M;HGH;SFE;M;206.41;2006-06-01;2014-07-01;2006-06-22;53.1
N;;62;11;M;BCR;RET;F;163.72;1986-12-31;;2005-09-10;76.12
N;;52;11;D;HGH;PVE;M;337.48;2013-07-01;2007-01-01;2006-06-23;269.8
N;;52;11;M;HGH;STE;F;351.0;1989-03-18;1986-02-03;2006-06-23;255.9
N;;59;11;W;HGH;RET;F;163.57;1985-09-01;;2006-06-24;65.04
N;;59;11;M;SEC;STE;M;183.23;1958-05-01;1981-01-15;2006-06-27;0.0
N;;67;11;M;HGH;RET;F;295.78;2006-12-04;;2006-06-28;306.84
N;;47;11;M;BCR;STE;M;718.58;1990-01-01;2010-01-01;2006-06-28;157.62
N;;46;11;D;BCR;STE;F;367.21;2006-05-01;2002-10-01;2005-07-07;12.16
N;;40;11;S;BCR;PVE;F;707.3;2012-12-01;2006-06-01;2006-06-28;0.0
N;;38;11;M;BCR;PVE;F;209.56;2004-04-15;2012-06-01;2006-06-28;78.77
N;;45;12;M;BCR;STE;F;384.89;1982-12-31;2000-06-15;2004-07-22;379.47
N;;53;11;S;BCR;STE;F;357.9;1982-01-01;1995-09-27;2006-06-28;256.83
N;;65;11;M;HGH;RET;F;290.41;2013-10-15;;2005-10-04;294.96
N;;42;11;M;HGH;PVE;F;275.99;2008-03-04;2012-12-01;2006-06-28;0.0
N;;68;11;M;BCR;RET;M;346.11;2002-10-24;2006-03-14;2006-06-29;333.35
N;;56;11;D;BCR;STE;F;372.57;1989-09-01;2005-11-11;2006-06-29;0.0
N;;49;11;M;HGH;STE;F;169.94;1986-04-28;2006-06-22;2006-06-30;145.84
N;;62;11;M;HGH;RET;M;217.04;1981-05-01;;2006-06-30;205.27
N;;54;12;M;HGH;RET;M;392.12;1988-05-15;;2005-05-16;353.03
N;;55;11;S;PRS;STE;M;280.57;1993-06-01;1983-06-20;2006-06-30;194.03
N;;64;11;M;HGH;RET;M;232.92;2013-01-01;;2006-07-03;226.43
N;;76;11;M;HGH;RET;F;202.4;1999-08-10;1994-01-01;2006-07-03;185.45
N;;50;11;M;HGH;STE;M;405.32;1996-08-16;2002-10-01;2006-07-03;221.39
N;;31;11;M;HGH;PVE;M;424.02;1986-10-14;2015-10-30;2006-07-04;279.93
N;;36;11;M;HGH;PVE;M;542.01;2003-06-03;2006-08-01;2006-07-04;289.95
N;;53;11;W;BCR;STE;F;390.88;1986-05-17;1994-04-01;2006-07-05;77.19
N;;40;11;M;BCR;STE;F;343.84;1977-05-31;2013-03-12;2006-07-05;283.36
N;;49;11;M;HGH;STE;F;180.49;1998-01-01;1990-03-29;2006-07-05;209.51
N;;40;11;M;BCR;PVE;F;1050.88;2009-11-01;2014-05-01;2006-05-20;453.14
N;;39;11;M;HGH;STE;M;290.01;1978-09-08;2012-06-10;2006-07-05;237.02
N;;59;10;M;HGH;RET;F;217.79;2011-01-01;2001-01-01;2006-07-06;60.73
N;;52;10;M;HGH;PVE;F;237.44;1998-08-01;2013-02-18;2006-07-06;0.0
N;;67;10;M;HGH;RET;F;255.41;2000-03-13;;2006-07-06;0.0
N;;41;10;M;HGH;STE;M;416.39;2008-09-27;1998-08-16;2006-07-07;428.39
N;;44;12;M;MAS;PVE;M;592.69;2000-03-01;2011-10-05;2004-09-24;0.0
N;;36;11;M;BCR;STE;F;346.08;2002-01-01;2005-04-20;2006-05-12;324.1
N;;62;12;D;HGH;RET;F;252.4;2001-09-07;;2005-01-12;0.0
N;;62;10;M;BCR;PVE;M;192.31;2001-09-23;2008-04-01;2006-07-07;106.01
N;;56;10;M;BCR;PVE;F;240.92;1990-11-02;1993-08-02;2006-07-07;43.59
N;;62;10;M;BCR;PVE;M;501.28;1982-06-01;1982-06-01;2006-07-08;474.68
N;;67;10;M;HGH;RET;F;253.02;1987-03-03;2006-02-01;2006-07-10;174.92
N;;64;12;M;BCR;RET;F;272.66;2010-01-01;;2005-06-07;118.55
N;;41;10;M;BCR;PVE;F;237.42;2006-05-01;2013-06-01;2006-07-10;64.87
N;;36;10;M;HGH;PVE;M;273.55;2011-04-10;2007-06-15;2006-07-12;416.43
N;;43;15;M;BCR;STE;F;471.81;2005-07-01;2006-07-10;2001-12-29;70.59
N;;35;11;M;HGH;STE;F;319.81;2003-01-01;2002-06-14;2006-07-04;218.16
N;;49;10;M;HGH;PVE;F;228.39;2015-05-01;2015-01-01;2006-07-13;176.64
N;;56;10;D;HGH;STE;M;264.95;1967-01-01;1987-05-16;2006-07-13;0.0
N;;71;11;D;HGH;RET;M;335.49;2003-07-02;;2006-03-17;0.0
N;;59;12;M;HGH;STE;M;203.98;1980-06-01;1996-09-17;2005-03-02;197.7
N;;36;10;M;HGH;PVE;M;810.94;1981-01-15;2010-01-01;2006-07-17;66.0
N;;41;12;D;HGH;OTH;F;183.33;2004-04-01;;2005-06-20;0.0
N;;72;11;M;HGH;RET;M;254.04;1970-01-01;;2006-01-13;243.34
N;;30;10;M;BCR;STE;M;369.78;2011-06-25;2006-07-01;2006-07-18;417.04
N;;49;10;S;HGH;PVE;F;876.07;2012-05-01;2013-04-01;2006-07-18;356.75
N;;47;10;M;HGH;STE;M;493.64;2004-12-28;1992-07-01;2006-07-18;127.2
N;;63;10;M;HGH;RET;F;306.2;2013-04-01;;2006-07-18;235.54
N;;52;12;M;HGH;STE;F;295.16;2003-07-10;1988-02-15;2004-12-28;0.0
N;;53;10;M;BCR;STE;F;348.39;1990-09-20;1995-01-17;2006-07-19;19.58
N;;60;11;M;HGH;STE;F;274.76;2011-06-01;1977-10-10;2005-09-19;0.0
N;;65;10;M;PRS;RET;M;230.77;1952-02-19;;2006-07-20;72.36
N;;38;10;M;HGH;STE;F;314.16;2000-05-27;2003-10-06;2006-07-20;275.9
N;;37;10;M;BCR;PVE;F;1951.88;2011-09-02;2008-02-18;2006-07-20;320.08
N;;40;14;M;HGH;PVE;M;1417.28;1977-10-17;2006-10-03;2002-11-14;82.42
N;;56;14;M;BCR;RET;M;363.98;1961-01-03;;2003-06-12;375.48
N;;39;10;M;HGH;PVE;M;860.7;2007-01-01;2006-07-01;2006-07-21;752.27
N;;63;10;D;HGH;RET;F;186.67;2010-06-01;1986-01-01;2006-07-21;321.95
N;;57;10;M;BCR;PVE;F;198.0;1980-09-04;2007-09-01;2006-07-21;196.93
N;;53;10;M;HGH;PVE;F;237.6;1996-05-01;1986-09-29;2006-07-21;74.65
N;;57;10;M;HGH;PVE;M;392.44;1989-01-01;2006-10-01;2006-07-21;377.16
N;;41;10;D;HGH;PVE;F;224.2;2004-02-18;2006-07-01;2006-07-21;179.25
N;;40;11;M;BCR;PVE;F;480.25;2004-04-20;2006-07-24;2006-04-11;224.85
N;;37;10;M;BCR;OTH;M;1194.26;2011-06-01;;2006-07-24;1305.63
N;;46;10;M;BCR;STE;M;614.95;2006-07-01;1993-01-29;2006-07-24;0.75
N;;74;10;W;HGH;RET;F;255.57;2003-05-09;;2006-07-25;76.24
N;;57;10;D;HGH;RET;F;251.83;2008-07-05;;2006-07-25;249.35
N;;58;10;M;HGH;STE;M;413.43;1970-01-01;1995-03-14;2006-07-25;157.97
N;;64;10;M;HGH;RET;F;144.22;1990-01-01;;2006-07-25;69.93
N;;43;10;M;HGH;PVE;M;448.68;2010-08-01;2007-06-18;2006-07-26;91.19
N;;42;10;M;HGH;PVE;M;863.96;2005-03-29;2002-07-01;2006-07-26;286.54
N;;58;10;M;PRS;PVE;M;391.94;1991-05-01;1980-04-07;2006-07-26;255.79
